,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Note_joueurs,Nb_avis,Note_GK,Editeur,Licence,Date_Test_GK,Distributeur,Développeur,Éditeur,French_name
11380,10362,Naruto Shippuden 3D: The New Era,3DS,2011.0,Action,505 Games,0.0,0.04,0.06,0.01,0.11,5.3,3.0,4.0,505 Games,Naruto,2011-05-04,Digital Bros.,,505 Games,Naruto Shippuden 3D : The New Era
11381,10362,Naruto Shippuden 3D: The New Era,3DS,2011.0,Action,505 Games,0.0,0.04,0.06,0.01,0.11,5.3,3.0,4.0,505 Games,Naruto,2011-05-04,Digital Bros.,,505 Games,Naruto Shippuden 3D: The New Era
11382,10363,FIFA World Cup Germany 2006,PSP,2006.0,Sports,Electronic Arts,0.1,0.0,0.0,0.01,0.11,4.0,3.0,4,Electronic Arts,FIFA EA Sports ,,Electronic Arts,EA Sports,,
11383,10364,Disney's Chicken Little: Ace In Action,Wii,,Shooter,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.11,,,,Disney Interactive,Chicken Little ,,,Avalanche Software,,
11384,10365,Lego Star Wars: The Force Awakens,X360,2016.0,Action,Warner Bros. Interactive Entertainment,0.04,0.06,0.0,0.01,0.11,7.2,21.0,7,Warner Bros. Interactive Entertainment,,,,TT Games,,
11385,10366,Reign of Fire,GC,2002.0,Shooter,BAM! Entertainment,0.08,0.02,0.0,0.0,0.11,2.5,2.0,3,Bam! Entertainment,,,Nobilis,Kuju Entertainment,,
11386,10367,Rock Band Track Pack: Classic Rock,PS3,2009.0,Misc,MTV Games,0.1,0.0,0.0,0.01,0.11,,,,MTV Games ,Rock Band ,,,,MTV Games ,Rock Band Classic Rock Track Pack
11387,10368,Rock Revolution,DS,2008.0,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,2.5,2.0,3.0,Konami,,2009-06-25,,Zoë Mode,Konami,Rock Revolution
11388,10369,Big League Sports: Summer,DS,2009.0,Sports,Activision,0.1,0.0,0.0,0.01,0.11,,,,Activision,Big League Sports ,,,,,
11389,10370,Tom Clancy's HAWX 2,Wii,2010.0,Action,Ubisoft,0.07,0.03,0.0,0.01,0.11,6.4,8.0,6.0,Ubisoft,Tom Clancy,2010-09-03,,Ubisoft Bucarest,Ubisoft,Tom Clancy's HAWX 2
11390,10371,Sakura Wars,DC,2000.0,Adventure,Sega,0.0,0.0,0.11,0.0,0.11,,,,Sega,Sakura Taisen ,,,Sega,Sega,Sakura Wars
11391,10372,Jampack Volume 14 (RP-T),PS2,2006.0,Misc,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.11,,,,,,,,,,
11392,10373,Pro Yakyuu Team o Tsukurou! 2,DS,2009.0,Sports,Sega,0.0,0.0,0.11,0.0,0.11,,,,,,,,,,
11393,10374,Mace Griffin: Bounty Hunter,XB,2003.0,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.11,5.0,1.0,5.0,Black Label Games,,2003-09-29,Vivendi Games,Warthog,Black Label Games,Mace Griffin : Bounty Hunter
11394,10374,Mace Griffin: Bounty Hunter,XB,2003.0,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.11,5.0,1.0,5.0,Black Label Games,,2003-09-29,Vivendi Games,Warthog,Black Label Games,Mace Griffin: Bounty Hunter
11395,10375,Martian Gothic: Unification,PS,2001.0,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01,0.11,5.0,1.0,,Talonsoft,,,Take Two Interactive,Creative Reality GB,,
11396,10376,Woody Woodpecker Racing,PS,1999.0,Racing,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11,4.0,1.0,2.0,Konami,Woody Woodpecker,2001-01-01,,Syrox Developments,Konami,Woody Woodpecker Racing
11397,10377,Final Fantasy XII International Zodiac Job System,PS2,2007.0,Role-Playing,Square Enix,0.0,0.0,0.11,0.0,0.11,7.5,6.0,,Square Enix,Final Fantasy ,,,Squaresoft,,
11398,10378,Barbie in The 12 Dancing Princesses,DS,2007.0,Adventure,Activision,0.09,0.01,0.0,0.01,0.11,,,,Activision,Barbie ,,,WayForward,,
11399,10379,Fight Club,XB,2004.0,Fighting,Vivendi Games,0.08,0.02,0.0,0.0,0.11,1.0,1.0,2.0,Vivendi Games,,2004-12-09,,Genuine Games,Vivendi Games,Fight Club
11400,10380,Carnage Heart,PS,1995.0,Strategy,Sony Computer Entertainment,0.01,0.01,0.09,0.01,0.11,,,,Sony Interactive Entertainment Europe,Carnage Heart ,,,Artdink Corporation,,
11401,10381,"Grand Theft Auto: Mission Pack #1, London 1969",PS,1998.0,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01,0.11,5.7,7.0,,Rockstar Games,Grand Theft Auto (GTA) ,,Take Two Interactive,Rockstar Toronto,,
11402,10382,Kamen Rider: Climax Heroes,PS2,2009.0,Fighting,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,Bandai Namco Games,Kamen Rider ,,,,Bandai Namco Games,Kamen Rider : Climax Heroes Os
11403,10383,Robotics;Notes,PS3,2012.0,Adventure,5pb,0.0,0.0,0.11,0.0,0.11,,,,5pb. Games,,,,,5pb. Games,Robotics Notes
11404,10384,Disney Channel Collection Vol. 1,GBA,2004.0,Misc,,0.08,0.03,0.0,0.0,0.11,,,,,,,,,,
11405,10385,Total Immersion Racing,PS2,2002.0,Racing,Empire Interactive,0.05,0.04,0.0,0.01,0.11,6.0,2.0,6.333333333333333,Empire Interactive,,2002-11-08,Vivendi Games,Razorworks,Empire Interactive,Total Immersion Racing
11406,10386,Virtual Hydlide,SAT,1995.0,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11,4.2,5.0,,Atlus,Hydlide ,,Sega,T&E Soft,,
11407,10387,World Series of Poker: Tournament of Champions 2007 Edition,PSP,2006.0,Misc,Activision,0.1,0.0,0.0,0.01,0.11,6.0,1.0,,Activision,World Series of Poker ,,Digital Bros.,Left Field Productions,,
11408,10388,Tales of the World: Reve Unitia,3DS,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,Bandai Namco Games,Tales of ,,,,Bandai Namco Games,Tales of the World Reve Unitia
11409,10389,Karaoke Revolution,PS3,2009.0,Misc,Konami Digital Entertainment,0.07,0.03,0.0,0.01,0.11,,,,Konami,,,,Blitz Games,,
11410,10390,Warriors Orochi 3,PSP,2012.0,Action,Ubisoft Annecy,0.0,0.0,0.11,0.0,0.11,7.0,9.0,6.0,Koei Tecmo,Dynasty Warriors,2012-11-28,,Omega Force,Koei Tecmo,Warriors Orochi 3
11411,10391,The Bachelor: The Videogame,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,,,,Warner Bros. Interactive Entertainment,,,,Ludia,,
11412,10392,Space Invaders,GBA,2002.0,Shooter,Activision,0.08,0.03,0.0,0.0,0.11,0.0,0.0,5.0,Activision,Space Invaders,2002-05-14,,Torus Games,Activision,Space Invaders
11413,10393,BlazBlue: Chrono Phantasma,PSV,2014.0,Fighting,Arc System Works,0.06,0.0,0.03,0.02,0.11,7.6,7.0,,Aksys Games,Blazblue ,,,Arc System Works America,,
11414,10394,Digimon Digital Card Battle,PS,1999.0,Strategy,Namco Bandai Games,0.06,0.04,0.0,0.01,0.11,,,,Bandai,Digimon ,,,Bandai,,
11415,10395,Toukiden 2,PSV,2016.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,6.3,3.0,6.0,Koei Tecmo,Toukiden,2017-03-21,,Omega Force,Koei Tecmo,Toukiden 2
11416,10396,Earth Defense Force 2: Invaders from Planet Space,PSV,2014.0,Action,Xseed Games,0.04,0.01,0.04,0.02,0.11,,,,,,,,,,
11417,10397,Kuroko's Basketball: Miracle Game,PSP,2012.0,Sports,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,5,,,,,,,
11418,10398,Dreamer Series: Top Model,DS,2009.0,Simulation,DreamCatcher Interactive,0.1,0.0,0.0,0.01,0.11,,,,DTP,,,,,DTP,America's Next Top Model
11419,10399,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,,,,Konami,Powerful Pro Baseball ,,,Konami,,
11420,10400,Shovel Knight,WiiU,2015.0,Platform,Yacht Club Games,0.06,0.04,0.0,0.01,0.11,7.9,147.0,8.0,Shovel Knight ,Shovel Knight,2014-06-27,,Yacht Club Games,Shovel Knight ,Shovel Knight : Treasure Trove
11421,10401,Yuusha no Kuse ni Namaikida Or 3D,PSP,2010.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.11,0.0,0.11,,,,,,,,,,
11422,10402,The First Templar,X360,2011.0,Action,Kalypso Media,0.06,0.04,0.0,0.01,0.11,5.5,2.0,,Kalypso Media,,,,Haemimont Games,,
11423,10403,X-Men: The Official Game,DS,2006.0,Action,Activision,0.1,0.0,0.0,0.01,0.11,4.0,1.0,3,Activision,,,,Beenox Studio,,
11424,10404,Dead to Rights II,XB,2005.0,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.11,6.7,3.0,3.0,Namco,Dead to Rights,2005-11-04,Electronic Arts,WideScreen Games,Namco,Dead to Rights II
11425,10405,Petz Fashion: Dogz & Catz,DS,2009.0,Simulation,Ubisoft,0.1,0.0,0.0,0.01,0.11,,,,Ubisoft,Petz ,,,MTO,,
11426,10406,Project: Horned Owl,PS,1995.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.05,0.01,0.11,,,,Sony Interactive Entertainment,,,,MOVIC Inc.,,
11427,10407,Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,Bandai Namco Games,Mobile Suit Gundam ,,,Level-5,,
11428,10408,Child of Light,PSV,2014.0,Role-Playing,Ubisoft,0.0,0.07,0.02,0.02,0.11,7.0,157.0,6.0,Ubisoft,,2014-04-29,,Ubisoft Montréal,Ubisoft,Child of Light
11429,10409,SingStar Guitar,PS3,2010.0,Misc,Sony Computer Entertainment,0.0,0.08,0.0,0.02,0.11,0.0,0.0,,Sony Interactive Entertainment Europe,SingStar,2010-10-21,,Team Soho,Sony Interactive Entertainment Europe,SingStar Guitar
11430,10410,Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,1995.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,Bandai,Dragon Ball ,,,Bandai,,
11431,10411,Help Wanted: 50 Wacky Jobs,Wii,2008.0,Simulation,Hudson Soft,0.06,0.04,0.0,0.01,0.11,,,4,Hudson Soft,Sports Island ,,Konami,,Hudson Soft,Job Island
11432,10412,Busou Shinki: Battle Masters Mk. 2,PSP,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,,,,,,,,,,
11433,10413,Cabela's Dangerous Hunts 2,XB,2005.0,Sports,Activision,0.08,0.02,0.0,0.0,0.11,,,,Activision,"""Cabela's """,,,Sand Grain Studios,,
11434,10414,Fairy Tail: Portable Guild,PSP,2010.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,,,,,,,,,,
11435,10415,Champion Jockey: G1 Jockey & Gallop Racer,Wii,2011.0,Sports,Tecmo Koei,0.05,0.04,0.01,0.01,0.11,5.5,2.0,,Koei Tecmo Europe,G1 Jockey ,,,,Koei Tecmo Europe,Champion Jockey : G1 Jockey & Gallop Racer
11436,10416,SimCity 2000,GBA,2003.0,Simulation,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11,7.8,26.0,,Destination Software Inc.,,,Nobilis,Zushi Games,,
11437,10417,Brunswick Circuit Pro Bowling 2,PS,2000.0,Sports,THQ,0.06,0.04,0.0,0.01,0.11,,,,THQ,Brunswick ,,,THQ,,
11438,10418,D,PS,1995.0,Adventure,Acclaim Entertainment,0.0,0.0,0.1,0.01,0.11,5.2,10.0,,Acclaim Entertainment,D ,,,Warp,,
11439,10419,Winning Eleven: Pro Evolution Soccer 2007,X360,2006.0,Sports,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,6.0,1.0,,Konami Digital Entertainment - America,eFootball (Pro Evolution Soccer) ,,,Konami,,
11440,10420,Ennichi no Tatsujin,Wii,2006.0,Misc,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,Bandai Namco Games,Taiko no Tatsujin ,,,,Bandai Namco Games,Ennichi no Tatsujin
11441,10421,Squinkies 2: Adventure Mall Surprize!,DS,2011.0,Platform,Activision,0.1,0.0,0.0,0.01,0.1,,,,,,,,,,
11442,10422,Wizardry VI: Bane of the Cosmic Forge,SNES,1995.0,Role-Playing,ASCII Entertainment,0.0,0.0,0.1,0.0,0.1,5.0,1.0,,Sir-Tech,Wizardry ,,,Sir-Tech,,
11443,10423,Power Pocket Koushien,DS,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,Konami,Powerful Pro Baseball ,,,Konami Computer Entertainment Studios,,
11444,10424,Gravity Games Bike: Street Vert Dirt,PS2,2002.0,Sports,Midway Games,0.05,0.04,0.0,0.01,0.1,,,2,Midway Games,,,Nobilis,Midway Games,,
11445,10425,Contact,DS,2006.0,Role-Playing,Rising Star Games,0.07,0.0,0.03,0.01,0.1,6.4,13.0,6.0,Rising Star Games,,2007-02-14,,,,Contact
11446,10426,Pro Yaky? Spirits 2010,PS2,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,,,,,,
11447,10427,Princess Debut,DS,2008.0,Misc,Cave,0.1,0.0,0.0,0.01,0.1,,,,Midway Games,,,Midway Games,Natsume,,
11448,10428,My First Dollhouse,DS,2010.0,Misc,505 Games,0.1,0.0,0.0,0.01,0.1,,,,Soedesco,,,,Creazn Studio,,
11449,10429,Cloudy With a Chance of Meatballs,PS3,2009.0,Platform,Ubisoft,0.09,0.01,0.0,0.01,0.1,4.8,4.0,,Ubisoft,,,,Ubisoft Shanghai,,
11450,10430,Family Party: 30 Great Games,Wii,2008.0,Misc,D3Publisher,0.09,0.01,0.0,0.01,0.1,,,,D3 Publisher,,,,,D3 Publisher,Family Party : 30 Great Games
11451,10431,Top Spin,PS2,2005.0,Sports,Take-Two Interactive,0.05,0.04,0.0,0.01,0.1,8.1,43.0,7.333333333333333,Xbox Game Studios,Top Spin,2004-11-05,,PAM,Xbox Game Studios,Top Spin
11452,10432,Derby Stallion P,PSP,2006.0,Sports,Enterbrain,0.0,0.0,0.1,0.0,0.1,,,,Enterbrain,Derby Stallion ,,,ParityBit,,
11453,10433,Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012.0,Action,Spike,0.0,0.0,0.1,0.0,0.1,,,,,,,,,,
11454,10434,UFC: Tapout 2,XB,2003.0,Fighting,Capcom,0.08,0.02,0.0,0.0,0.1,,,,TDK Mediactive,Ultimate Fighting Championship ,,,Dream Factory,,
11455,10435,Adventure Time: Finn & Jake Investigations,PS3,2015.0,Action,Little Orbit,0.02,0.07,0.0,0.02,0.1,,,,,,,,,,
11456,10436,Kamen Rider: Battride War II,PS3,2014.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,6.0,1.0,,Bandai Namco Games,Kamen Rider ,,,,Bandai Namco Games,Kamen Rider : Battride War 2
11457,10437,Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,2007.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,,,,,,
11458,10438,Thrillville: Off the Rails,PSP,2007.0,Strategy,LucasArts,0.09,0.0,0.0,0.01,0.1,7.0,2.0,6,LucasArts Entertainment,Thrillville ,,Activision,Frontier Developments,,
11459,10439,Imagine: Soccer Captain,DS,2009.0,Sports,Ubisoft,0.1,0.0,0.0,0.01,0.1,,,,Ubisoft,Léa Passion ,,,,Ubisoft,Imagine : Soccer Captain
11460,10440,Jikkyou Powerful Pro Yakyuu 10,GC,2003.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,Konami,,,,Konami,,
11461,10441,Vexx,XB,2003.0,Platform,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.1,4.5,2.0,4.0,Acclaim Entertainment,,2003-04-08,,Acclaim Entertainment,Acclaim Entertainment,Vexx
11462,10442,F1 Career Challenge,PS2,2003.0,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.1,6.2,5.0,,EA Sports,F1 (EA Sports) ,,Electronic Arts,,EA Sports,F1 Career Challenge
11463,10443,Taiko no Tatsujin: V Version,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,7.0,2.0,,,,,,,,Taiko no Tatsujin V Version
11464,10444,Pariah,XB,2005.0,Action,Hip Interactive,0.08,0.02,0.0,0.0,0.1,5.1,8.0,4.5,Hip Interactive,Pariah,2005-06-08,,Digital Extremes,Hip Interactive,Pariah
11465,10445,Cabela's Outdoor Adventures,XB,2005.0,Sports,Zoo Digital Publishing,0.08,0.02,0.0,0.0,0.1,,,,Activision,"""Cabela's """,,,Sand Grain Studios,Activision,Cabela's Outdoor Adventures
11466,10446,Agatha Christie: The ABC Murders,DS,2009.0,Adventure,JoWood Productions,0.08,0.01,0.0,0.01,0.1,5.9,7.0,,Microids,,,,Artefacts Studio,,
11467,10447,Metal Slug 3,XB,2004.0,Shooter,Ignition Entertainment,0.08,0.02,0.0,0.0,0.1,7.6,72.0,6.0,Ignition Entertainment,Metal Slug,2004-12-20,Nobilis,Eolith,Ignition Entertainment,Metal Slug 3
11468,10448,The Smurfs 2,Wii,2013.0,Platform,Ubisoft,0.0,0.09,0.0,0.01,0.1,,,,Capcom,Les Schtroumpfs ,,,,Capcom,The Smurfs' Village
11469,10449,Motocross Mania 3,PS2,2004.0,Racing,Take-Two Interactive,0.05,0.04,0.0,0.01,0.1,5.5,2.0,4.0,Global Star Software,Motocross Mania,2005-06-02,,,Global Star Software,Motocross Mania 3
11470,10450,Fatal Frame 2: Wii Edition,Wii,2012.0,Action,Nintendo,0.0,0.0,0.1,0.0,0.1,6.3,7.0,6,Nintendo,Project Zero ,,,Grasshopper Manufacture Inc.,,
11471,10451,Dancing on Ice,Wii,2010.0,Sports,Ghostlight,0.0,0.09,0.0,0.01,0.1,,,,Ghostlight,,,,Infusion Games,,
11472,10452,Pro Yakyuu Famista DS 2009,DS,2009.0,Sports,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,,,,,
11473,10453,Banjo-Pilot,GBA,2005.0,Racing,THQ,0.07,0.03,0.0,0.0,0.1,6.0,3.0,,Xbox Game Studios,Banjo ,,THQ,Rare,,
11474,10454,Family Feud: 2012 Edition,X360,2011.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.1,,,,Ubisoft,Family Feud ,,,Ludia,,
11475,10455,Gallop Racer 2006,PS2,2005.0,Sports,Tecmo Koei,0.02,0.02,0.06,0.01,0.1,,,,Tecmo,Gallop Racer ,,,Tecmo,,
11476,10456,Army Corps of Hell,PSV,2011.0,Action,Square Enix,0.05,0.04,0.0,0.02,0.1,4.9,8.0,5.0,Square Enix,,2012-02-24,,Entersphere,Square Enix,Army Corps of Hell
11477,10457,Frogger: Ancient Shadow,PS2,2005.0,Platform,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.1,,,,Konami,Frogger ,,,,Konami,Frogger : Ancient Shadow
11478,10458,Digimon Story: Lost Evolution,DS,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,Bandai Namco Games,Digimon ,,,,Bandai Namco Games,Digimon Story : Lost Evolution
11479,10459,Exit DS,DS,2008.0,Puzzle,Square Enix,0.09,0.0,0.01,0.01,0.1,6.8,11.0,6,Ubisoft,Exit ,,Ubisoft,Taito Corporation,,
11480,10460,Ski-Doo Snowmobile Challenge,PS3,2009.0,Racing,PQube,0.1,0.0,0.0,0.01,0.1,6.0,1.0,,25 mars 2009,,,,,25 mars 2009,Ski-Doo Snowmobile Challenge
11481,10461,Universe at War: Earth Assault,X360,2008.0,Action,Sega,0.09,0.01,0.0,0.01,0.1,4.0,3.0,5.0,Sega,,2008-01-29,Sega,Petroglyph,Sega,Universe at War : Earth Assault
11482,10461,Universe at War: Earth Assault,X360,2008.0,Action,Sega,0.09,0.01,0.0,0.01,0.1,4.0,3.0,5.0,Sega,,2008-01-29,Sega,Petroglyph,Sega,Universe at War: Earth Assault
11483,10462,Despicable Me: The Game,PS2,2010.0,Platform,D3Publisher,0.05,0.04,0.0,0.01,0.1,,,4,D3 Publisher,Moi,,Namco Bandai Partners,Monkey Bar Games,,
11484,10463,Metal Arms: Glitch in the System,GC,2003.0,Shooter,Vivendi Games,0.08,0.02,0.0,0.0,0.1,,,,Sierra Entertainment,,,Vivendi Games,"""Swingin' Ape Studios""",Sierra Entertainment,Metal Arms : Glitch in the System
11485,10463,Metal Arms: Glitch in the System,GC,2003.0,Shooter,Vivendi Games,0.08,0.02,0.0,0.0,0.1,,,,Sierra Entertainment,,,Vivendi Games,"""Swingin' Ape Studios""",Sierra Entertainment,Metal Arms: Glitch in the System
11486,10464,The Whispered World,PC,2009.0,Adventure,Deep Silver,0.0,0.08,0.0,0.02,0.1,6.8,9.0,6,Deep Silver,The Whispered World ,,Koch Media,Daedalic Entertainment,,
11487,10465,Tom Clancy's Splinter Cell: Chaos Theory,GC,2005.0,Action,Ubisoft,0.08,0.02,0.0,0.0,0.1,7.7,121.0,8,Ubisoft,,,,Ubisoft Montréal,,
11488,10466,Learn Chess,DS,2009.0,Misc,DreamCatcher Interactive,0.1,0.0,0.0,0.01,0.1,,,,,,,,,,
11489,10467,Happy Feet Two,PS3,,Action,Warner Bros. Interactive Entertainment,0.09,0.01,0.0,0.01,0.1,3.0,1.0,,Warner Bros. Interactive Entertainment,Happy Feet ,,,WayForward,,
11490,10468,Escape From Monkey Island,PS2,2001.0,Adventure,LucasArts,0.05,0.04,0.0,0.01,0.1,6.8,37.0,7,LucasArts Entertainment,Monkey Island ,,Ubisoft,LucasArts Entertainment,,
11491,10469,Leisure Suit Larry: Box Office Bust,PS3,2009.0,Adventure,Codemasters,0.06,0.03,0.0,0.01,0.1,5.0,3.0,2.0,Codemasters,Leisure Suit Larry,2009-04-10,,Team17,,Leisure Suit Larry : Box Office Bust
11492,10469,Leisure Suit Larry: Box Office Bust,PS3,2009.0,Adventure,Codemasters,0.06,0.03,0.0,0.01,0.1,5.0,3.0,2.0,Codemasters,Leisure Suit Larry,2009-04-10,,Team17,,Leisure Suit Larry: Box Office Bust
11493,10470,The Wolf Among Us,PS3,2014.0,Adventure,Telltale Games,0.05,0.03,0.0,0.02,0.1,8.0,24.0,8,Warner Bros. Interactive Entertainment,,,,Telltale Games,,
11494,10471,Mickey's Speedway USA (weekly JP sales),N64,2000.0,Racing,Nintendo,0.0,0.0,0.1,0.0,0.1,6.3,7.0,6,Nintendo,Mickey Mouse ,,,Rare,,
11495,10472,Who Wants to Be a Millionaire: 3rd Edition,Wii,2010.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.1,,,,Disney Interactive,Qui veut gagner des millions ? ,,,Jellyvision,,
11496,10473,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,2006.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,,,,,,
11497,10474,Miami Law,DS,2009.0,Adventure,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.1,,,,,,,,,,
11498,10475,Macross 30: Ginga o Tsunagu Utagoe,PS3,2013.0,Shooter,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,6.7,3.0,,Bandai Namco Games,Robotech ,,,,Bandai Namco Games,Macross 30
11499,10476,Kidou Senshi Gundam UC,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,Bandai Namco Games,Mobile Suit Gundam ,,,,Bandai Namco Games,Mobile Suit Gundam U.C. Card Builder
11500,10477,Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,2009.0,Racing,Konami Digital Entertainment,0.09,0.01,0.0,0.01,0.1,,,,Konami,Yu Gi Oh! ,,,Konami,,
11501,10478,Nicktoons: MLB,DS,2011.0,Sports,Take-Two Interactive,0.1,0.0,0.0,0.01,0.1,7.0,1.0,,2K Play,Nicktoons MLB ,,,High Voltage Software,,
11502,10479,Gretzky NHL,PSP,2005.0,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.01,0.1,,,,THQ,Wayne Gretzky ,,,Bethesda Softworks,,
11503,10480,Corvette Evolution GT,DS,2008.0,Racing,Black Bean Games,0.1,0.0,0.0,0.01,0.1,4.0,1.0,,Black Bean,,,Nobilis,Milestone,,
11504,10481,May's Mystery: Forbidden Memories,DS,2011.0,Puzzle,Mastertronic,0.05,0.04,0.0,0.01,0.1,,,,,,,,,,
11505,10482,PictoImage,DS,2007.0,Puzzle,Sega,0.1,0.0,0.0,0.01,0.1,,,,,,,,,,
11506,10483,Etrian Odyssey II: Heroes of Lagaard,3DS,2014.0,Role-Playing,Atlus,0.0,0.0,0.1,0.0,0.1,7.8,8.0,,Atlus,Etrian Odyssey ,,,Atlus,,
11507,10484,Ridge Racer 2,PSP,2006.0,Racing,Sony Computer Entertainment,0.0,0.03,0.07,0.01,0.1,7.6,11.0,5.0,Bandai Namco Games,Ridge Racer,2006-10-10,,Namco,Bandai Namco Games,Ridge Racer 2
11508,10485,Momotarou Dentetsu 16,Wii,2007.0,Misc,Hudson Soft,0.0,0.0,0.1,0.0,0.1,,,,Hudson Soft,Momotarô ,,,,Hudson Soft,Momotarô Dentetsu 16
11509,10486,Igor: The Game,Wii,2008.0,Adventure,CDV Software Entertainment,0.09,0.0,0.0,0.01,0.1,,,,Deep Silver,,,,Legacy Interactive,,
11510,10487,Dropship: United Peace Force,PS2,2002.0,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,,,,,,,,,,
11511,10488,Road Rash: Jailbreak,GBA,2003.0,Racing,Zoo Digital Publishing,0.07,0.03,0.0,0.0,0.1,8.7,3.0,,Electronic Arts,Road Rash ,,,Electronic Arts,,
11512,10489,Rome: Total War,PC,2004.0,Strategy,Activision,0.0,0.08,0.0,0.02,0.1,6.0,3.0,6.0,Sega,Total War,2005-10-07,,The Creative Assembly,Activision,Rome : Total War
11513,10489,Rome: Total War,PC,2004.0,Strategy,Activision,0.0,0.08,0.0,0.02,0.1,6.0,3.0,6.0,Sega,Total War,2005-10-07,,The Creative Assembly,Activision,Rome: Total War
11514,10489,Rome: Total War,PC,2004.0,Strategy,Activision,0.0,0.08,0.0,0.02,0.1,7.9,27.0,8.0,Activision,Total War,2004-10-14,,The Creative Assembly,Activision,Rome : Total War
11515,10489,Rome: Total War,PC,2004.0,Strategy,Activision,0.0,0.08,0.0,0.02,0.1,7.9,27.0,8.0,Activision,Total War,2004-10-14,,The Creative Assembly,Activision,Rome: Total War
11516,10490,Green Lantern: Rise of the Manhunters,Wii,2011.0,Action,Warner Bros. Interactive Entertainment,0.06,0.04,0.0,0.01,0.1,4.8,6.0,4,Warner Bros. Interactive Entertainment,DC Comics ,,,Double Helix,,
11517,10491,Castlevania: Lords of Shadow 2,X360,2014.0,Action,Konami Digital Entertainment,0.02,0.07,0.0,0.01,0.1,6.8,72.0,7.0,Konami,Castlevania,2014-02-25,,MercurySteam,Konami,Castlevania : Lords of Shadow 2
11518,10491,Castlevania: Lords of Shadow 2,X360,2014.0,Action,Konami Digital Entertainment,0.02,0.07,0.0,0.01,0.1,6.8,72.0,7.0,Konami,Castlevania,2014-02-25,,MercurySteam,Konami,Castlevania: Lords of Shadow 2
