,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Note_joueurs,Nb_avis,Note_GK,Editeur,Licence,Date_Test_GK,Distributeur,Développeur,Éditeur,French_name
11239,10228,Pac-Man and the Ghostly Adventures 2,PS3,2014.0,Adventure,Namco Bandai Games,0.05,0.04,0.0,0.02,0.11,5.0,1.0,,Bandai Namco Games,Pac-Man ,,,Bandai Namco Games,,
11240,10229,BlazBlue: Calamity Trigger Portable,PSP,2010.0,Fighting,PQube,0.07,0.01,0.03,0.01,0.11,7.3,84.0,7,Arc System Works,Blazblue ,,,Arc System Works,,
11241,10230,Night at the Museum: Battle of the Smithsonian,X360,2009.0,Action,Majesco Entertainment,0.07,0.03,0.0,0.01,0.11,3.5,2.0,,Majesco Entertainment,,,Mindscape,Pipeworks Software,,
11242,10231,Street Fighter Collection,SAT,1996.0,Fighting,Capcom,0.0,0.0,0.11,0.0,0.11,6.9,15.0,6,Capcom,Street Fighter ,,,Digital Eclipse,,
11243,10232,Ninja Assault,PS2,2002.0,Shooter,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11,6.0,1.0,5.0,Namco,,2002-09-26,Sony Interactive Entertainment Europe,Namco,Namco,Ninja Assault
11244,10233,Tales of Berseria,PS3,2016.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,7.0,46.0,7.0,Bandai Namco Games,Tales of,2017-01-26,,Bandai Namco Games,Bandai Namco Games,Tales of Berseria
11245,10234,Samurai Warriors 4,PSV,2014.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,7.1,12.0,7.0,Koei Tecmo,Samurai Warriors,2014-10-23,,Omega Force,Koei Tecmo,Samurai Warriors 4
11246,10235,GunGriffon Blaze,PS2,2000.0,Simulation,Swing! Entertainment,0.05,0.04,0.0,0.01,0.11,0.0,0.0,6.0,Swing !,GunGriffon,2001-05-04,Bigben Interactive,Game Arts,Swing !,GunGriffon Blaze
11247,10236,Higurashi no Naku Koro ni Matsuri,PS2,2007.0,Adventure,Alchemist,0.0,0.0,0.11,0.0,0.11,,,,Alchemist,When they Cry ,,,Alchemist,,
11248,10237,Frontier Gate,PSP,2011.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,,,,Konami,Frontier Gate ,,,tri-Ace,,
11249,10238,Transformers: Devastation,PS3,2015.0,Action,Activision,0.03,0.07,0.0,0.02,0.11,6.3,37.0,6.0,Activision,,2015-10-09,,PlatinumGames,Activision,Transformers : Devastation
11250,10238,Transformers: Devastation,PS3,2015.0,Action,Activision,0.03,0.07,0.0,0.02,0.11,6.3,37.0,6.0,Activision,,2015-10-09,,PlatinumGames,Activision,Transformers: Devastation
11251,10239,Top Angler: Real Bass Fishing,PS2,2002.0,Sports,Xicat Interactive,0.05,0.04,0.0,0.01,0.11,,,,Xicat,Top Anglers ,,,Sims,,
11252,10240,Gabrielle's Ghostly Groove 3D,3DS,2011.0,Adventure,Funbox Media,0.08,0.02,0.0,0.01,0.11,,,,Natsume,Gabrielle ,,,Santa Entertainment,,
11253,10241,Michael Phelps: Push the Limit,X360,2011.0,Sports,505 Games,0.09,0.01,0.0,0.01,0.11,,,,505 Games,,,Digital Bros.,Blitz Games,,
11254,10242,Breakout,PS,1999.0,Puzzle,Hasbro Interactive,0.06,0.04,0.0,0.01,0.11,0.0,0.0,6.0,Atari,Breakout,2000-10-06,,Atari Corporation,Atari Corporation,Breakout
11255,10243,Frogger: Helmet Chaos,PSP,2005.0,Platform,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,,,6,Konami,Frogger ,,Konami,Konami,,
11256,10244,AKB48+Me,3DS,2012.0,Action,Unknown,0.0,0.0,0.11,0.0,0.11,,,,Kadokawa Games,,,,,Kadokawa Games,AKB48 + Me
11257,10245,Touch Detective 2 1/2,DS,2007.0,Adventure,505 Games,0.09,0.0,0.01,0.01,0.11,7.0,2.0,5,505 Games,Mystery Detective ,,Digital Bros.,BeeWorks,,
11258,10246,Alias,PS2,2004.0,Action,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,0.0,0.0,3.0,Acclaim Entertainment,,2004-04-29,Acclaim Entertainment,Acclaim Entertainment,Acclaim Entertainment,Alias
11259,10247,Planet 51,X360,2009.0,Action,Sega,0.07,0.03,0.0,0.01,0.11,,,4,Sega,Planète 51 ,,,Pyro Studios,,
11260,10248,Call of Juarez: The Cartel,PC,2011.0,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11,4.5,4.0,4.0,Ubisoft,Call of Juarez,2011-07-27,,Techland,Ubisoft,Call of Juarez : The Cartel
11261,10248,Call of Juarez: The Cartel,PC,2011.0,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11,4.5,4.0,4.0,Ubisoft,Call of Juarez,2011-07-27,,Techland,Ubisoft,Call of Juarez: The Cartel
11262,10249,Sakura Taisen Hanagumi Tsuushin,SAT,1997.0,Misc,Sega,0.0,0.0,0.11,0.0,0.11,,,,Sega,Sakura Taisen ,,,Red Entertainment,,
11263,10250,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,2004.0,Adventure,Nintendo,0.0,0.0,0.11,0.0,0.11,,,,Nintendo,Famicom Detective Club ,,,Nintendo,,
11264,10251,Tornado Outbreak,Wii,2009.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,5.5,2.0,,Konami,,,,Loose Cannon Studios,,
11265,10252,Pimp My Ride,X360,2006.0,Racing,Activision,0.1,0.01,0.0,0.01,0.11,3.5,2.0,3.0,Activision,Pimp My Ride,2008-09-25,,,Activision,Pimp My Ride
11266,10253,Michael Jackson: The Experience,PSV,2011.0,Misc,Ubisoft,0.05,0.04,0.0,0.02,0.11,5.6,13.0,6.0,Ubisoft,Experience,2010-11-25,,,Ubisoft,Michael Jackson : The Experience
11267,10253,Michael Jackson: The Experience,PSV,2011.0,Misc,Ubisoft,0.05,0.04,0.0,0.02,0.11,5.6,13.0,6.0,Ubisoft,Experience,2010-11-25,,,Ubisoft,Michael Jackson: The Experience
11268,10254,Astro Boy: The Video Game,Wii,2009.0,Action,D3Publisher,0.1,0.0,0.0,0.01,0.11,,,,D3 Publisher,Astro le Petit Robot ,,,High Voltage Software,,
11269,10255,Outlaw Golf: Nine Holes of Christmas,XB,2002.0,Sports,Simon & Schuster Interactive,0.08,0.02,0.0,0.0,0.11,,,,Simon & Schuster Interactive,Outlaw ,,,Hyptonix,,
11270,10256,NHL Rivals 2004,XB,2003.0,Sports,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11,,,,Xbox Game Studios,,,,Xbox Game Studios,,
11271,10257,X-Men: Next Dimension,XB,2002.0,Fighting,Activision,0.08,0.02,0.0,0.0,0.11,5.0,3.0,,Activision,,,,Midway Studios - Los Angeles,,
11272,10258,Tyco RC: Assault with a Battery,PS,1999.0,Racing,Syscom,0.06,0.04,0.0,0.01,0.11,,,,Mattel Interactive,Tyco R/C ,,,Lucky Chicken,,
11273,10259,Felony 11-79,PS,1997.0,Racing,ASCII Entertainment,0.06,0.04,0.0,0.01,0.11,,,,ASCII Entertainment,Runabout ,,,Climax Entertainment (JP),,
11274,10260,Terraria,PSV,2013.0,Action,Screenlife,0.0,0.01,0.09,0.0,0.11,7.1,63.0,7.0,505 Games,Terraria,2011-05-30,,Re-Logic,505 Games,Terraria
11275,10261,Classic Road,SNES,1993.0,Sports,Victor Interactive,0.0,0.0,0.11,0.0,0.11,,,5,,,,,,,
11276,10262,Bust-A-Move DS,DS,2005.0,Puzzle,505 Games,0.08,0.02,0.0,0.01,0.11,5.3,7.0,6.0,505 Games,Bust-A-Move,2006-04-12,Codemasters,Taito Corporation,505 Games,Bust-A-Move DS
11277,10263,Nicktoons: Unite!,DS,2006.0,Adventure,THQ,0.1,0.0,0.0,0.01,0.11,,,,,,,,,,
11278,10264,SimAnimals Africa,DS,2009.0,Simulation,Electronic Arts,0.08,0.02,0.0,0.01,0.11,0.0,0.0,4.0,Electronic Arts,Sim,2009-11-03,,Electronic Arts,Electronic Arts,SimAnimals Africa
11279,10265,Death Jr.: Root of Evil,Wii,2008.0,Platform,Eidos Interactive,0.1,0.0,0.0,0.01,0.11,5.7,3.0,6,Konami,Death,,,Backbone Entertainment,,
11280,10266,One Piece: Burning Blood,PSV,2016.0,Fighting,Namco Bandai Games,0.0,0.03,0.07,0.01,0.11,5.9,8.0,5.0,Bandai Namco Games,One Piece,2016-06-03,,Spike Chunsoft,Bandai Namco Games,One Piece : Burning Blood
11281,10266,One Piece: Burning Blood,PSV,2016.0,Fighting,Namco Bandai Games,0.0,0.03,0.07,0.01,0.11,5.9,8.0,5.0,Bandai Namco Games,One Piece,2016-06-03,,Spike Chunsoft,Bandai Namco Games,One Piece: Burning Blood
11282,10267,Panzer Dragoon Saga,SAT,1997.0,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11,9.0,24.0,,Sega,Panzer Dragoon ,,,Team Andromeda,,
11283,10268,Sonic Generations,PC,2011.0,Platform,Sega,0.02,0.07,0.0,0.02,0.11,7.2,202.0,6.75,Sega,Sonic,2011-11-02,,Sonic Team,Sega,Sonic Generations
11284,10269,Mushroom Men: Rise of the Fungi,DS,2008.0,Action,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,,,,Gamecock Media Group,Mushroom Men ,,cdv Software Entertainment,Zen Studios ,,
11285,10270,Shining Ark,PSP,2013.0,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11,5.5,2.0,,Sega,Shining ,,,Media Vision,,
11286,10271,The Scorpion King: Rise of the Akkadian,GC,2002.0,Action,Universal Interactive,0.08,0.02,0.0,0.0,0.11,,,3,Universal Interactive Studios,The Mummy ,,Vivendi Games,Point of view,,
11287,10272,Backyard Baseball '10,Wii,2009.0,Sports,Atari,0.1,0.0,0.0,0.01,0.11,,,,Atari,Backyard Sports ,,,Humongous Entertainment,,
11288,10273,Transformers: Beast Wars Transmetals,PS,2000.0,Fighting,BAM! Entertainment,0.06,0.04,0.0,0.01,0.11,,,,Bam! Entertainment,TransFormers ,,,Takara,,
11289,10274,GiFTPiA,GC,,Role-Playing,Unknown,0.0,0.0,0.11,0.0,0.11,7.0,2.0,,Nintendo,,,,Skip,,
11290,10275,Animal Planet: Vet Life,DS,2009.0,Simulation,Activision,0.1,0.0,0.0,0.01,0.11,,,,Activision,Animal Planet ,,,Big Blue Bubble,,
11291,10276,My Little Sister Can't Be This Cute Portable,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,7.0,2.0,,Bandai Namco Games,Ore no Imôto ,,,,Bandai Namco Games,Ore no Imôto ga konnani kawaii wake ga nai Portable
11292,10277,Silly Bandz: Play The Craze,DS,2010.0,Puzzle,Deep Silver,0.1,0.0,0.0,0.01,0.11,,,,Zoo Games,,,,,Zoo Games,Silly Bandz
11293,10278,Charlie and the Chocolate Factory,XB,2005.0,Adventure,Global Star,0.08,0.02,0.0,0.0,0.11,,,5,Global Star Software,,,Take Two Interactive,Backbone Entertainment,,
11294,10279,Constantine,PS2,2005.0,Action,SCi,0.05,0.04,0.0,0.01,0.11,6.0,1.0,4.0,Eidos (SCi),,2005-04-15,,Bits Corp,Eidos (SCi),Constantine
11295,10280,Where the Wild Things Are,PS3,2009.0,Platform,Warner Bros. Interactive Entertainment,0.09,0.01,0.0,0.01,0.11,4.5,2.0,,Warner Bros. Interactive Entertainment,,,,Griptonite Games,,
11296,10281,Dynasty Tactics 2,PS2,2003.0,Strategy,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,7.0,3.0,,Koei,Dynasty Tactics ,,,Koei,,
11297,10282,Real World Golf,PS2,2005.0,Sports,Valcon Games,0.05,0.04,0.0,0.01,0.11,,,,Mad Catz,Real World Golf ,,,Aqua Pacific,,
11298,10283,Winter Heat,SAT,1996.0,Sports,Sega,0.0,0.0,0.11,0.0,0.11,7.8,6.0,,Sega,Athlete Kings ,,,Sega Sports,,
11299,10284,Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004.0,Platform,Electronic Arts,0.08,0.02,0.0,0.0,0.11,8.5,2.0,4,Electronic Arts,Ty ,,,,Electronic Arts,Ty 2 : Opération Sauvetage
11300,10285,Digimon Story: Cyber Sleuth,PS4,2016.0,Role-Playing,Namco Bandai Games,0.0,0.09,0.0,0.02,0.11,5.9,9.0,,Bandai Namco Games,Digimon ,,,Media Vision,,
11301,10286,JU-ON: The Grudge,Wii,2009.0,Action,Rising Star Games,0.08,0.01,0.01,0.01,0.11,4.0,1.0,,Rising Star Games,,,Namco Bandai Partners,Feelplus,,
11302,10287,Defender,GC,2002.0,Misc,Midway Games,0.08,0.02,0.0,0.0,0.11,,,,Midway Games,Defender ,,Nobilis,7 Studios,Midway Games,Defender
11303,10288,Deca Sports DS,DS,2009.0,Sports,Hudson Soft,0.08,0.02,0.0,0.01,0.11,,,3,Hudson Soft,Sports Island ,,Konami,Hudson Soft,,
11304,10289,The Polar Express,GC,2004.0,Adventure,THQ,0.08,0.02,0.0,0.0,0.11,,,,,,,,,,
11305,10290,BMX XXX,XB,2002.0,Sports,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.11,5.3,3.0,4.0,Acclaim Entertainment,,2002-12-13,,Underground Development,Acclaim Entertainment,BMX XXX
11306,10291,ATV: Quad Frenzy,DS,2005.0,Racing,Majesco Entertainment,0.1,0.0,0.0,0.01,0.11,,,,Majesco Entertainment,,,THQ,,Majesco Entertainment,ATV Quad Frenzy
11307,10292,Akiba's Trip: Undead & Undressed,PS3,2013.0,Action,Nippon Ichi Software,0.05,0.01,0.04,0.01,0.11,5.7,19.0,3.0,XSEED Games,Akiba's Trip,2014-10-09,,,XSEED Games,Akiba's Trip : Undead & Undressed
11308,10292,Akiba's Trip: Undead & Undressed,PS3,2013.0,Action,Nippon Ichi Software,0.05,0.01,0.04,0.01,0.11,5.7,19.0,3.0,XSEED Games,Akiba's Trip,2014-10-09,,,XSEED Games,Akiba's Trip: Undead & Undressed
11309,10293,Backyard NFL Football '10,X360,2009.0,Sports,Atari,0.1,0.0,0.0,0.01,0.11,,,,Atari Corporation,Backyard Sports ,,,Humongous Entertainment,,
11310,10294,The Godfather: Mob Wars,PSP,2006.0,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.11,6.1,10.0,4,Electronic Arts,Le Parrain ,,Electronic Arts,Electronic Arts,,
11311,10295,Lady Sia,GBA,2001.0,Platform,TDK Mediactive,0.08,0.03,0.0,0.0,0.11,6.3,3.0,,TDK Mediactive,,,,RFX Interactive,,
11312,10296,Rock Band: Metal Track Pack,PS2,2009.0,Misc,MTV Games,0.05,0.04,0.0,0.01,0.11,,,,MTV Games ,Rock Band ,,Electronic Arts,,MTV Games ,Rock Band Track Pack : Metal
11313,10297,Rocky Balboa,PSP,2007.0,Sports,Ubisoft,0.01,0.09,0.0,0.01,0.11,6.0,1.0,5.0,Ubisoft,Rocky,2007-01-26,,Ubisoft,Ubisoft,Rocky Balboa
11314,10298,The Lord of the Rings: Conquest,DS,2009.0,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.11,,,,,,,,,,
11315,10299,PriPara Mezase! Idol Grand Prix No.1!,3DS,2015.0,Misc,Takara Tomy,0.0,0.0,0.11,0.0,0.11,,,,Takara Tomy,Pretty Rhythm ,,,,Takara Tomy,Puripara Grand Prix No.1
11316,10300,National Geographic Challenge!,Wii,2011.0,Misc,Black Bean Games,0.08,0.02,0.0,0.01,0.11,,,,Black Bean,,,,,Black Bean,National Geographic Challenge
11317,10301,Robotech: Invasion,PS2,2004.0,Shooter,Global Star,0.05,0.04,0.0,0.01,0.11,7.0,1.0,3,TDK Mediactive,Robotech ,,,Vicious Cycle,,
11318,10302,Hole in the Wall: Deluxe Edition,X360,2011.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11,,,,,,,,Ludia,,
11319,10303,Dr. Seuss' The Cat in the Hat,XB,2003.0,Misc,Vivendi Games,0.08,0.02,0.0,0.0,0.11,,,,NewKidCo,Le Chat chapeauté ,,,Game Titan,,
11320,10304,Rogue Warrior,X360,2009.0,Shooter,Bethesda Softworks,0.09,0.01,0.0,0.01,0.11,2.7,6.0,,Bethesda Softworks,,,Namco Bandai Partners,Rebellion,,
11321,10305,Irozuki Tingle no Koi no Balloon Trip,DS,2009.0,Adventure,Nintendo,0.0,0.0,0.11,0.0,0.11,,,,,,,,,,
11322,10306,Master of the Monster Lair,DS,2007.0,Role-Playing,Rising Star Games,0.1,0.0,0.0,0.01,0.11,6.3,11.0,,Sega,Wonder Boy ,,Sega,Westone,,
11323,10307,Hellboy: The Science of Evil,X360,2008.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,3.6,5.0,3.0,Konami,Hellboy,2008-09-25,Konami,Krome Studios,Konami,Hellboy : The Science of Evil
11324,10307,Hellboy: The Science of Evil,X360,2008.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,3.6,5.0,3.0,Konami,Hellboy,2008-09-25,Konami,Krome Studios,Konami,Hellboy: The Science of Evil
11325,10308,Murdered: Soul Suspect,X360,2014.0,Action,Square Enix,0.06,0.04,0.0,0.01,0.11,6.2,53.0,6.0,Square Enix,,2014-06-04,,Airtight Games,Square Enix,Murdered : Soul Suspect
11326,10308,Murdered: Soul Suspect,X360,2014.0,Action,Square Enix,0.06,0.04,0.0,0.01,0.11,6.2,53.0,6.0,Square Enix,,2014-06-04,,Airtight Games,Square Enix,Murdered: Soul Suspect
11327,10309,X-Men: Destiny,Wii,2011.0,Action,Activision,0.08,0.02,0.0,0.01,0.11,3.5,4.0,,Activision,X-Men ,,,Silicon Knights,,
11328,10310,Starsky & Hutch,GC,2003.0,Racing,BAM! Entertainment,0.08,0.02,0.0,0.0,0.11,,,,Empire Interactive,Starsky & Hutch ,,Vivendi Games,"""Mind's Eye Production""",Empire Interactive,Starsky & Hutch
11329,10311,Final Fantasy I & II,NES,1994.0,Role-Playing,Square,0.0,0.0,0.11,0.0,0.11,7.2,66.0,7,Square Enix,Final Fantasy ,,,Square Enix,,
11330,10312,Rugby 15,PS4,2015.0,Sports,Bigben Interactive,0.03,0.06,0.0,0.02,0.11,,,,Bigben Interactive,,,,Bigben Interactive,,
11331,10313,Langrisser IV,SAT,1997.0,Strategy,NCS,0.0,0.0,0.11,0.0,0.11,,,,NCS Masaya,Langrisser ,,,NCS Masaya,,
11332,10314,FoxKids.com Micro Maniacs Racing,PS,2000.0,Racing,Codemasters,0.06,0.04,0.0,0.01,0.11,,,,,,,,,,
11333,10315,Cats & Dogs: The Revenge of Kitty Galore,DS,2010.0,Action,505 Games,0.1,0.0,0.0,0.01,0.11,,,,505 Games,,,Digital Bros.,,505 Games,Comme chiens et chats : La revanche de Kitty Galore
11334,10316,Hexen: Beyond Heretic,PS,1997.0,Shooter,GT Interactive,0.06,0.04,0.0,0.01,0.11,6.4,15.0,,GT Interactive Software,Heretic ,,GT Interactive Software,Software Creations,,
11335,10317,Arcade Party Pak,PS,1999.0,Misc,Midway Games,0.06,0.04,0.0,0.01,0.11,,,,Midway Games,,,,Digital Eclipse,,
11336,10318,Kotoba no Puzzle: Mojipittan Daijiten,PSP,2004.0,Puzzle,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,Namco,Mojipittan ,,,,Namco,Mojipittan
11337,10319,Yamaha Supercross,DS,2009.0,Racing,Zoo Digital Publishing,0.1,0.0,0.0,0.01,0.11,,,,Destination Software Inc.,,,Tradewest Games,Coyote Developments,,
11338,10320,Picross 3D 2,3DS,2015.0,Puzzle,Nintendo,0.0,0.0,0.11,0.0,0.11,8.3,14.0,8,Nintendo,Nintendo Picross ,,,HAL Laboratory,,
11339,10321,Hitman Trilogy,PS2,2007.0,Action,Eidos Interactive,0.05,0.04,0.0,0.01,0.11,7.7,11.0,,Square Enix,Hitman ,,,,Square Enix,Hitman Trilogy
11340,10322,Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,2006.0,Misc,Square Enix,0.0,0.0,0.11,0.0,0.11,8.3,3.0,,Square Enix,,,,,Square Enix,Dragon Quest & Final Fantasy in Itadaki Street Special
11341,10323,Tetris Evolution,X360,2007.0,Puzzle,THQ,0.08,0.02,0.0,0.01,0.11,5.0,2.0,,THQ,Tetris ,,,Mass Media,,
11342,10324,Patapon 2,PSP,2008.0,Misc,Sony Computer Entertainment,0.0,0.03,0.06,0.01,0.11,7.2,16.0,7.0,Sony Interactive Entertainment Europe,Patapon,2009-03-11,,Sony Interactive Entertainment Europe,Patapon ,Patapon 2
11343,10325,Cabela's Adventure Camp,PS3,2011.0,Misc,Activision,0.06,0.03,0.0,0.02,0.11,,,,Activision,"""Cabela's """,,,,Activision,Cabela's Adventure Camp
11344,10326,Attack of the Movies 3D,Wii,2010.0,Shooter,Majesco Entertainment,0.1,0.0,0.0,0.01,0.11,,,,Majesco Entertainment,,,,Panic Button,,
11345,10327,Railroad Tycoon II,PS,1999.0,Strategy,PopTop Software,0.06,0.04,0.0,0.01,0.11,8.4,7.0,7.0,Take Two Interactive,Railroad Tycoon,2000-10-20,,Tremor Entertainment,Take Two Interactive,Railroad Tycoon II
11346,10328,Angry Birds Star Wars,WiiU,2013.0,Strategy,Activision,0.06,0.04,0.0,0.01,0.11,7.0,9.0,6.0,Rovio,Star Wars,2012-11-08,,,Rovio,Angry Birds Star Wars
11347,10329,Hysteria Hospital: Emergency Ward,DS,2009.0,Action,Oxygen Interactive,0.1,0.0,0.0,0.01,0.11,,,,Oxygen Interactive,,,,,Oxygen Interactive,Hysteria Hospital : Emergency Ward
11348,10330,The Cheetah Girls: Pop Star Sensations,DS,2007.0,Misc,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.11,,,,Disney Interactive,The Cheetah Girls ,,,,Disney Interactive,The Cheetah Girls : Pop Star Sensations
11349,10331,Transformer: Rise of the Dark Spark,XOne,2014.0,Action,Activision,0.06,0.03,0.0,0.01,0.11,,,,Activision,TransFormers ,,,Edge of Reality,,
11350,10332,Kirarin * Revolution: Kira Kira Idol Audition,DS,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,,,,,,,,,,
11351,10333,Ranma 1/2: Akanekodan Teki Hihou,SNES,1993.0,Role-Playing,TOHO,0.0,0.0,0.11,0.0,0.11,,,,,,,,,,
11352,10334,The BIGS,PSP,2007.0,Sports,Take-Two Interactive,0.1,0.0,0.0,0.01,0.11,,,,2K Games,The BIGS ,,,Capcom Vancouver,,
11353,10335,Blades of Time,X360,2012.0,Action,Konami Digital Entertainment,0.07,0.03,0.0,0.01,0.11,4.0,3.0,4.0,Konami Digital Entertainment - America,Blades,2012-03-12,,Gaijin Entertainment,Konami Digital Entertainment - America,Blades of Time
11354,10336,My Boyfriend,DS,2008.0,Simulation,DTP Entertainment,0.1,0.0,0.0,0.01,0.11,,,,Up Multimedia,,,,Up Multimedia,,
11355,10337,Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,5.5,2.0,,Warner Bros. Interactive Entertainment,Scribblenauts ,,,5th Cell,,
11356,10338,Victory Zone,PS,1995.0,Misc,Sony Computer Entertainment,0.0,0.0,0.1,0.01,0.11,5.4,20.0,6,Bandai Namco Games,Jump Super Stars ,,,Spike Chunsoft,,
11357,10339,Rengoku: The Tower of Purgatory,PSP,2005.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,7.0,1.0,,Hudson Soft,Rengoku ,,Konami,,Hudson Soft,Rengoku
11358,10340,Goal Storm '97,PS,1996.0,Sports,Konami Digital Entertainment,0.01,0.0,0.09,0.01,0.11,,,,,,,,,,
11359,10341,Paws & Claws: Pet Resort,Wii,2009.0,Simulation,THQ,0.1,0.0,0.0,0.01,0.11,,,,THQ,Paws & Claws ,,,,THQ,Paws & Claws : Pet Resort
11360,10342,Dynasty Warriors Advance,GBA,2005.0,Action,Nintendo,0.08,0.03,0.0,0.0,0.11,4.0,1.0,3.0,Nintendo,Dynasty Warriors,2005-12-30,,Koei,Nintendo,Dynasty Warriors Advance
11361,10343,Pachi-Slot Aruze Oukoku 3,PS,2000.0,Misc,Aruze Corp,0.0,0.0,0.1,0.01,0.11,,,,Aruze,Pachi-Slot Aruze Kingdom ,,,Aruze,,
11362,10344,Science Papa,DS,2009.0,Misc,Activision,0.09,0.01,0.0,0.01,0.11,,,,Activision,Fun4All ,,,,Activision,Science Papa
11363,10345,Tournament Pool,Wii,2009.0,Sports,Destineer,0.1,0.0,0.0,0.01,0.11,,,,Atari,Real Pool ,,,Takara,,
11364,10346,Cabela's North American Adventures,X360,2010.0,Sports,Activision,0.1,0.0,0.0,0.01,0.11,,,,Activision,"""Cabela's """,,,,Activision,Cabela's North American Adventures
11365,10347,Aqua Aqua,PS2,2000.0,Puzzle,3DO,0.05,0.04,0.0,0.01,0.11,,,,Sony Interactive Entertainment,Wetrix ,,,Zed Two,,
11366,10348,Viewtiful Joe: Double Trouble!,DS,2005.0,Action,Capcom,0.08,0.0,0.01,0.01,0.11,6.6,28.0,7,Capcom,Viewtiful Joe ,,Nintendo,Clover Studio,,
11367,10349,Tom Clancy's Splinter Cell: Conviction,PC,2010.0,Action,Ubisoft,0.0,0.08,0.0,0.02,0.11,6.8,169.0,7,Ubisoft,,,,Ubisoft Montréal,,
11368,10350,Mega Man Zero 4,GBA,2005.0,Platform,Capcom,0.08,0.03,0.0,0.0,0.11,7.6,8.0,,Capcom,,,Nobilis,Inti Creates,,
11369,10351,Black Bass with Blue Marlin,PS,1999.0,Sports,Starfish,0.06,0.04,0.0,0.01,0.11,,,,,,,,,,
11370,10352,Mega Man Battle Network 5: Double Team DS (JP sales),DS,2005.0,Role-Playing,Nintendo,0.0,0.0,0.11,0.0,0.11,7.0,1.0,,Capcom,,,Nobilis,Capcom,,
11371,10353,Utawarerumono: Chiriyukusha e no Komoriuta,PS2,2006.0,Adventure,Aqua Plus,0.0,0.0,0.11,0.0,0.11,,,,Aquaplus,Utawarerumono ,,,Flight-Plan,,
11372,10354,Hyper Formation Soccer,PS,1995.0,Sports,Human Entertainment,0.0,0.0,0.1,0.01,0.11,,,,Human Entertainment,Formation Soccer ,,,Human Entertainment,,
11373,10355,Tiger Woods PGA Tour 06,GC,2005.0,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.11,,,,Electronic Arts,,,,EA Sports,Electronic Arts,Tiger Woods PGA Tour 06
11374,10356,Jupiter Strike,PS,1994.0,Shooter,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11,,,,,,,,,,
11375,10357,Sudokuro,DS,2007.0,Puzzle,Crave Entertainment,0.1,0.0,0.0,0.01,0.11,,,,Crave Entertainment,,,,,Crave Entertainment,Sudokuro
11376,10358,BlazBlue: Continuum Shift II,3DS,2011.0,Fighting,PQube,0.05,0.01,0.04,0.01,0.11,6.6,7.0,7,Arc System Works,Blazblue ,,,Arc System Works,,
11377,10359,Saigo no Yakusoku no Monogatari,PSP,2011.0,Role-Playing,Unknown,0.0,0.0,0.11,0.0,0.11,7.0,1.0,,imageepoch,,,,,imageepoch,Saigo no Yakusoku no Monogatari
11378,10360,The Book of Unwritten Tales,PC,2009.0,Adventure,HMH Interactive,0.0,0.08,0.0,0.02,0.11,6.6,5.0,,THQ Nordic,,,,King Art Entertainment,,
11379,10361,Metal Gear Solid Integral,PS,1999.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.1,0.01,0.11,8.6,18.0,7.0,Konami,Metal Gear,2000-11-21,,Konami,Konami,Metal Gear Solid Integral
