,Unnamed: 0,Name,Platform,Year,Genre,Publisher,DateSortie,Studio,Score,Rate,Review,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,GK_licence,GK_distributeur
8956,9895,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,2013.0,Action,Nippon Columbia,,,,,,0.0,0.0,0.15,0.0,0.15,,
8957,9896,Deus Ex: Mankind Divided,XOne,2016.0,Role-Playing,Square Enix,2016-08-01,Eidos Montreal,8.3,,30.0,0.08,0.06,0.0,0.01,0.15,Deus Ex,
8958,9898,Arena Football,XB,2006.0,Sports,Electronic Arts,2006-02-01,EA Tiburon,6.5,7.7,,0.11,0.03,0.0,0.01,0.15,Arena Football ,
8959,9899,Tamagotchi no Narikiri Channel,DS,2009.0,Role-Playing,Namco Bandai Games,,,,,,0.0,0.0,0.15,0.0,0.15,Tamagotchi ,
8960,9900,Power Pro Kun Pocket 1+2,GBA,2004.0,Sports,Konami Digital Entertainment,,Konami Computer Entertainment Studios,,,,0.0,0.0,0.14,0.0,0.15,Powerful Pro Baseball ,
8961,9901,Rayman Origins,3DS,2012.0,Platform,Ubisoft,2011-11-01,UBlart Montpellier,7.1,,90.0,0.06,0.08,0.0,0.01,0.15,Rayman,
8962,9902,Thor: God of Thunder,X360,2011.0,Action,Sega,2011-05-01,Liquid Entertainment,3.8,4.2,5.0,0.09,0.04,0.0,0.01,0.15,Marvel ,
8963,9903,Medal of Honor: Infiltrator,GBA,2003.0,Shooter,Electronic Arts,2003-11-01,Netherock Ltd.,8.0,5.8,22.0,0.11,0.04,0.0,0.0,0.15,Medal of Honor ,
8964,9904,Risen 2: Dark Waters,X360,2012.0,Role-Playing,Deep Silver,2012-04-01,Piranha Bytes,6.0,6.15,39.0,0.05,0.08,0.0,0.01,0.15,Risen,
8965,9906,Blazing Dragons,PS,1996.0,Adventure,Crystal Dynamics,,The Illusions Game Company,,7.0,3.0,0.08,0.06,0.0,0.01,0.15,,
8966,9907,Geometry Wars: Galaxies,DS,2007.0,Shooter,Vivendi Games,2008-01-01,Bizarre Creations,7.9,8.25,42.0,0.13,0.0,0.0,0.01,0.15,Geometry Wars,Vivendi Games
8967,9909,Super Monkey Ball Deluxe,XB,2005.0,Misc,Sega,2005-03-01,Sega,8.1,7.2,6.0,0.11,0.03,0.0,0.01,0.15,Super Monkey Ball,
8968,9910,Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,1999.0,Role-Playing,Atlus,,Atlus,6.0,7.5,10.0,0.0,0.0,0.14,0.01,0.15,Megami Tensei ,
8969,9911,Shin Chan: ��Aventuras de Cine!,DS,2008.0,Platform,505 Games,,Inti Creates,,,,0.0,0.0,0.15,0.0,0.15,Crayon Shinchan ,
8970,9912,Alien: Isolation,PC,2014.0,Shooter,Sega,2014-10-01,Creative Assembly,8.1,8.25,286.0,0.0,0.13,0.0,0.01,0.15,Alien,
8971,9914,High Velocity Bowling,PS3,2010.0,Sports,Sony Computer Entertainment,2007-12-01,SCEA,6.6,5.5,2.0,0.13,0.0,0.0,0.01,0.15,,
8972,9915,Tamagotchi Collection,DS,2011.0,Misc,Namco Bandai Games,,,,,,0.0,0.0,0.15,0.0,0.15,,
8973,9916,Pac-Man Party 3D,3DS,2011.0,Misc,Namco Bandai Games,2011-11-01,Namco Bandai Games,4.3,4.9,,0.09,0.04,0.0,0.01,0.15,Pac-Man ,
8974,9917,"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,2010.0,Sports,Black Bean Games,2010-12-01,Tradewest,,,,0.12,0.02,0.0,0.01,0.15,NewU ,Tradewest Games
8975,9918,Backyard Sports: Sandlot Sluggers,DS,2010.0,Sports,Atari,2010-05-01,Powerhead Games,,,,0.14,0.0,0.0,0.01,0.15,Backyard Sports ,
8976,9919,Turbo Prop Racing,PS,1997.0,Racing,Sony Computer Entertainment,,Team Soho,,7.0,3.0,0.08,0.06,0.0,0.01,0.15,,
8977,9920,Barbie Superpack: Secret Agent / Groovy Games,GBA,2005.0,Misc,Vivendi Games,,Digital Illusions Canada,,10.0,1.0,0.1,0.04,0.0,0.0,0.15,Barbie ,
8978,9921,Tom Clancy's Ghost Recon,GC,2003.0,Shooter,Ubisoft,2003-02-01,Red Storm Entertainment,5.9,5.3,,0.11,0.03,0.0,0.0,0.15,Ghost Recon ,
8979,9923,Dance Dance Revolution (North America),PS,2001.0,Simulation,Konami Digital Entertainment,,KCET,,,,0.08,0.06,0.0,0.01,0.15,Dancing Stage ,
8980,9924,Bakugan Battle Brawlers: Defenders of the Core,X360,2010.0,Action,Activision,,,,,,0.11,0.02,0.0,0.01,0.15,Bakugan ,
8981,9925,Mad Dash Racing,XB,2001.0,Racing,Eidos Interactive,2001-11-01,Crystal Dynamics,6.5,,,0.11,0.03,0.0,0.01,0.15,,
8982,9926,Dreamworks 2-in-1 Party Pack,DS,2010.0,Misc,Activision,2010-09-01,Activision,,,,0.14,0.0,0.0,0.01,0.15,,
8983,9927,Summon Night 5,PSP,2013.0,Role-Playing,Namco Bandai Games,2015-12-01,Felistella,7.4,6.7,,0.0,0.0,0.15,0.0,0.15,Summon Night ,Gaijinworks
8984,9928,MotoGP 2: Ultimate Racing Technology,PS2,2001.0,Racing,Sony Computer Entertainment,,Black Rock Studio,7.0,7.8,4.0,0.07,0.06,0.0,0.02,0.15,MotoGP ,
8985,9929,Black * Rock Shooter: The Game,PSP,2011.0,Role-Playing,Unknown,2013-04-01,Image Epoch,6.6,6.4,7.0,0.0,0.0,0.15,0.0,0.15,,
8986,9930,Travel Games For Dummies,DS,2008.0,Misc,Electronic Arts,2008-10-01,Electronic Arts,6.2,,,0.13,0.0,0.0,0.01,0.15,,
8987,9931,BMX XXX,PS2,2002.0,Sports,Acclaim Entertainment,2002-12-01,"Z-Axis, Ltd.",5.4,4.4,11.0,0.07,0.06,0.0,0.02,0.15,,
8988,9932,SafeCracker: The Ultimate Puzzle Adventure,DS,2009.0,Puzzle,The Adventure Company,,Kheops Studio,,6.2,5.0,0.07,0.06,0.0,0.01,0.15,,Atari
8989,9933,Tiger Woods PGA Tour,DS,2004.0,Sports,Electronic Arts,2005-03-01,Sensory Sweep,6.4,8.05,7.0,0.13,0.0,0.0,0.01,0.15,Tiger Woods,
8990,9935,Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,1995.0,Fighting,Namco Bandai Games,,Bandai,,6.5,12.0,0.0,0.0,0.15,0.0,0.15,Dragon Ball ,
8991,9936,Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005.0,Misc,Sega,2005-11-01,Sonic Team,,8.0,1.0,0.1,0.04,0.0,0.0,0.15,Sonic ,
8992,9937,Boktai: The Sun is in Your Hand,GBA,2003.0,Role-Playing,Konami Digital Entertainment,2003-09-01,KCEJ,8.3,7.2,16.0,0.1,0.04,0.0,0.0,0.15,Boktai,
8993,9939,Cars: Mater-National Championship,X360,2007.0,Racing,THQ,2007-10-01,Rainbow Studios,5.8,8.0,,0.13,0.0,0.0,0.01,0.15,,
8994,9940,Making History: The Great War,Wii,2010.0,Strategy,Namco Bandai Games,,Muzzy Lane Software,,,,0.0,0.0,0.15,0.0,0.15,,
8995,9941,Drawn to Life Collection,DS,2010.0,Misc,THQ,2010-11-01,5TH Cell,,,,0.14,0.0,0.0,0.01,0.15,,
8996,9942,Guilty Gear X2 #Reload,XB,2004.0,Fighting,Zoo Digital Publishing,2004-09-01,Arc System Works,8.6,8.0,24.0,0.11,0.03,0.0,0.01,0.15,Guilty Gear ,
8997,9943,Wizardry VII: Gadeia no Houshu,PS,1995.0,Role-Playing,Sony Computer Entertainment,,,,,,0.0,0.0,0.14,0.01,0.15,,
8998,9944,Dynasty Warriors 8: Xtreme Legends,PSV,2013.0,Action,Tecmo Koei,2014-04-01,Omega Force,6.0,6.7,9.0,0.04,0.03,0.05,0.02,0.15,Dynasty Warriors ,
8999,9945,Moshi Monsters: Katsuma Unleashed,DS,2013.0,Action,Activision,2013-11-01,Black Lantern Studios,,,,0.0,0.13,0.0,0.02,0.15,,
9000,9946,Elf: The Movie,GBA,2004.0,Action,Crave Entertainment,2004-11-01,Human Soft,,7.4,,0.1,0.04,0.0,0.0,0.15,,
9001,9947,Metal Slug 7,DS,2008.0,Shooter,Ignition Entertainment,2008-11-01,SNK Playmore,7.0,7.75,29.0,0.13,0.0,0.01,0.01,0.15,Metal Slug ,Ignition Entertainment
9002,9948,MLB SlugFest 20-03,GC,2002.0,Sports,Midway Games,2002-09-01,Gratuitous Games,8.0,,,0.11,0.03,0.0,0.0,0.15,MLB Slugfest ,
9003,9949,Tamagotchi no Appare! Niji Venture,DS,2007.0,Role-Playing,Namco Bandai Games,,,,,,0.0,0.0,0.14,0.0,0.14,,
9004,9950,Grabbed by the Ghoulies,XB,2003.0,Action,Microsoft Game Studios,,Rare,6.0,6.6,11.0,0.11,0.03,0.0,0.01,0.14,,Xbox Game Studios
9005,9951,Ys: The Oath in Felghana,PSP,2010.0,Role-Playing,Falcom Corporation,2011-01-01,Falcom,8.0,7.6,8.0,0.09,0.0,0.04,0.01,0.14,Ys ,
9006,9952,Shadow Hearts: From The New World,PS2,2005.0,Role-Playing,Ghostlight,2006-03-01,Nautilus,7.6,7.3,27.0,0.07,0.06,0.0,0.02,0.14,Shadow Hearts ,
9007,9953,Mega Man Powered Up,PSP,2006.0,Platform,Capcom,2006-03-01,Capcom,8.2,7.3,6.0,0.12,0.01,0.0,0.02,0.14,Mega Man ,
9008,9954,CSI: 3 Dimensions of Murder,PS2,2007.0,Adventure,Ubisoft,,,,,,0.07,0.06,0.0,0.02,0.14,,
9009,9955,Barbarian,PS2,2002.0,Fighting,Titus,2002-09-01,Saffire,6.3,3.85,3.0,0.07,0.06,0.0,0.02,0.14,Barbarian (Psygnosis) ,
9010,9956,QuickSpot,DS,2006.0,Misc,Namco Bandai Games,2007-03-01,Namco,6.8,,,0.02,0.0,0.13,0.0,0.14,,
9011,9957,Deception IV: Blood Ties,PSV,2014.0,Action,Tecmo Koei,2014-03-01,Koei Tecmo Games,6.7,,,0.03,0.03,0.07,0.02,0.14,Deception ,
9012,9958,Tennis no Oji-Sama: Aim at The Victory!,GBA,2002.0,Sports,Konami Digital Entertainment,,Konami,,,,0.0,0.0,0.14,0.0,0.14,The Prince of Tennis ,
9013,9959,L.A. Rush,XB,2005.0,Racing,Midway Games,2005-10-01,Midway,5.9,,,0.11,0.03,0.0,0.01,0.14,Rush,Nobilis
9014,9960,"Lunar 2: Eternal Blue(sales, but wrong system)",GEN,1994.0,Role-Playing,Game Arts,,,,,,0.0,0.0,0.14,0.0,0.14,,
9015,9961,Where the Wild Things Are,DS,2009.0,Platform,Warner Bros. Interactive Entertainment,2009-10-01,WayForward,,4.5,2.0,0.13,0.0,0.0,0.01,0.14,,
9016,9962,Pipe Dreams 3D,PS,2001.0,Puzzle,Empire Interactive,2001-10-01,Sick Puppies,,,,0.08,0.05,0.0,0.01,0.14,Pipe Mania ,
9017,9963,Derby Stallion Gold,3DS,2014.0,Sports,Kadokawa Shoten,,ParityBit,,,,0.0,0.0,0.14,0.0,0.14,,
9018,9964,Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,2013.0,Action,D3Publisher,2013-11-01,WayForward,3.3,4.8,,0.1,0.03,0.0,0.01,0.14,Adventure Time ,
9019,9965,Lost Dimension,PSV,2014.0,Role-Playing,Nippon Ichi Software,2015-08-01,Lancarse,7.2,7.5,1.0,0.07,0.03,0.02,0.03,0.14,,NIS America
9020,9966,Fox Sports Golf '99,PS,1997.0,Sports,Gremlin Interactive Ltd,,,,,,0.08,0.05,0.0,0.01,0.14,,
9021,9967,Jurassic: The Hunted,PS2,2009.0,Shooter,Activision,2009-11-01,Activision,,9.0,1.0,0.07,0.06,0.0,0.02,0.14,,
9022,9968,Power Rangers: Super Legends,PS2,2007.0,Action,Disney Interactive Studios,2007-11-01,Behaviour Interactive,5.5,4.7,14.0,0.07,0.06,0.0,0.02,0.14,Power Rangers ,
9023,9969,Sakura Wars GB,GB,2000.0,Adventure,Media Factory,,Jupiter,,,,0.0,0.0,0.14,0.0,0.14,Sakura Taisen ,
9024,9970,Shining Force CD,SCD,1994.0,Strategy,Sega,,Supersonic Software,,7.3,3.0,0.0,0.0,0.14,0.0,0.14,,Sega
9025,9971,Rayman 3,GBA,2003.0,Platform,Ubisoft,2003-02-01,Ubisoft,8.3,,50.0,0.1,0.04,0.0,0.0,0.14,Rayman ,
9026,9972,Fatal Frame,PS2,2001.0,Action,Wanadoo,2002-03-01,Tecmo,7.4,8.7,,0.07,0.06,0.0,0.02,0.14,,
9027,9973,The Fifth Element,PS,1998.0,Action,Sony Computer Entertainment,,Kalisto Entertainment,,4.0,3.0,0.08,0.05,0.0,0.01,0.14,,
9028,9974,Kung Fu Panda 2,Wii,2011.0,Action,THQ,2011-06-01,,4.5,,,0.08,0.05,0.0,0.01,0.14,Kung Fu Panda,
9029,9975,Fast Food Panic,DS,2010.0,Simulation,Nobilis,2010-01-01,Dorasu,,,,0.13,0.0,0.0,0.01,0.14,,
9030,9976,Diner Dash: Flo on the Go,DS,2009.0,Puzzle,Zoo Games,2009-11-01,Zoo Games,,,,0.13,0.0,0.0,0.01,0.14,,
9031,9977,Adrenalin Misfits,X360,2010.0,Racing,Konami Digital Entertainment,2010-11-01,Konami,5.0,,,0.12,0.02,0.0,0.01,0.14,,
9032,9978,Okaeri! Chibi-Robo! Happy Richie Oosouji,DS,2009.0,Adventure,Nintendo,,Skip,,,,0.0,0.0,0.14,0.0,0.14,Chibi-Robo ,Nintendo
9033,9979,Wild ARMs 4,PS2,2005.0,Role-Playing,505 Games,2006-01-01,Media.Vision,6.9,6.8,13.0,0.07,0.06,0.0,0.02,0.14,Wild Arms ,505 Games
9034,9980,Haunted House,Wii,2010.0,Action,Atari,2010-10-01,Atari,4.1,4.0,1.0,0.13,0.0,0.0,0.01,0.14,,
9035,9981,Ratatouille,GC,2007.0,Action,THQ,2007-06-01,Asobo Studio,6.0,5.8,,0.11,0.03,0.0,0.0,0.14,Ratatouille ,
9036,9982,G.I. Joe: The Rise of Cobra,PS2,2009.0,Action,Electronic Arts,2009-08-01,Double Helix Games,5.0,6.0,1.0,0.11,0.0,0.0,0.03,0.14,G.I. Joe ,
9037,9983,Casper: Spirit Dimensions,PS2,2001.0,Platform,TDK Mediactive,2002-02-01,Lucky Chicken,5.8,6.25,4.0,0.07,0.05,0.0,0.02,0.14,Casper,
9038,9985,Super Robot Taisen OG Saga: Endless Frontier (JP sales),DS,2008.0,Role-Playing,Namco Bandai Games,,Monolith Software,,7.7,7.0,0.0,0.0,0.14,0.0,0.14,Super Robot Taisen ,
9039,9986,Sengoku Musou 3 Empires,PS3,2011.0,Action,Tecmo Koei,,Omega Force,,,,0.0,0.0,0.14,0.0,0.14,Samurai Warriors ,
9040,9987,Dream Pinball 3D,Wii,2008.0,Misc,SouthPeak Games,2007-07-01,TopWare Interactive,5.4,6.5,2.0,0.1,0.03,0.0,0.01,0.14,Dream Pinball ,
9041,9988,Thunder Truck Rally,PS,1997.0,Racing,Psygnosis,,Ubisoft Reflections,,,,0.08,0.05,0.0,0.01,0.14,,
9042,9989,Dishonored,XOne,2015.0,Action,Bethesda Softworks,,Arkane Studios,,,,0.08,0.05,0.0,0.01,0.14,Dishonored ,
9043,9990,Klonoa: Empire of Dreams,GBA,2001.0,Platform,Infogrames,2002-03-01,Namco,8.0,8.3,14.0,0.1,0.04,0.0,0.0,0.14,Klonoa ,
9044,9991,G.I. Joe: The Rise of Cobra,PSP,2009.0,Action,Electronic Arts,2009-08-01,Double Helix Games,,6.0,1.0,0.11,0.02,0.0,0.02,0.14,G.I. Joe ,
9045,9992,Dragon Age: Origins - Ultimate Edition,PC,2010.0,Role-Playing,Electronic Arts,2010-10-01,BioWare,,7.8,18.0,0.0,0.12,0.0,0.02,0.14,Dragon Age ,Electronic Arts
9046,9993,Balloon Pop,DS,2009.0,Puzzle,UFO Interactive,2009-10-01,Tommo,,,,0.13,0.0,0.0,0.01,0.14,,
9047,9994,Disney Infinity 2.0: Marvel Super Heroes,PSV,2015.0,Action,Disney Interactive Studios,,,,,,0.0,0.11,0.0,0.03,0.14,,
9048,9995,Iron & Blood,PS,1996.0,Fighting,Acclaim Entertainment,,Probe Software,,,,0.08,0.05,0.0,0.01,0.14,,
9049,9996,Asphalt: Urban GT 2,DS,2006.0,Racing,Ubisoft,2005-11-01,Virtuos,,7.65,57.0,0.09,0.04,0.0,0.01,0.14,Asphalt GT ,
9050,9997,Pinball Hall of Fame: The Gottlieb Collection,Wii,2006.0,Misc,System 3 Arcade Software,2009-12-01,Farsight Studios,,7.7,3.0,0.13,0.0,0.0,0.01,0.14,,
9051,9998,Second Sight,PS2,2004.0,Adventure,Codemasters,2004-09-01,Free Radical Design,7.6,8.6,41.0,0.07,0.05,0.0,0.02,0.14,,
9052,9999,Spider-Man: Edge of Time,DS,2011.0,Action,Activision,2011-10-01,Beenox,5.0,6.0,3.0,0.12,0.01,0.0,0.01,0.14,,
9053,10000,Monster House,PS2,2006.0,Adventure,THQ,2006-08-01,Artificial Mind and Movement,5.9,6.95,8.0,0.07,0.05,0.0,0.02,0.14,,
9054,10001,Phantom Brave,PS2,2004.0,Role-Playing,Tecmo Koei,2005-02-01,Nippon Ichi Software,8.1,8.25,43.0,0.07,0.05,0.0,0.02,0.14,Phantom,
9055,10002,Just Cause,X360,2006.0,Action,Eidos Interactive,2006-09-01,Avalanche Studios,7.3,7.35,117.0,0.1,0.03,0.01,0.01,0.14,Just Cause,
9056,10004,ArmA II,PC,2009.0,Shooter,505 Games,2009-06-01,Bohemia Interactive,7.7,7.85,286.0,0.0,0.12,0.0,0.03,0.14,ArmA,Digital Bros.
9057,10005,Championship Motocross 2001 featuring Ricky Carmichael,PS,2001.0,Racing,THQ,2001-01-01,Funcom,7.0,8.8,,0.08,0.05,0.0,0.01,0.14,Championship Motocross ,
9058,10006,Kenka Banchou 5: Otoko no Housoku,PSP,2011.0,Action,Spike,,"""Y'sk""",,,,0.0,0.0,0.14,0.0,0.14,Kenka Banch�� ,
9059,10007,Legend of the Guardians: The Owls of Ga'Hoole,DS,2010.0,Action,Warner Bros. Interactive Entertainment,2010-09-01,Tantatus,3.3,5.3,3.0,0.11,0.02,0.0,0.01,0.14,,
9060,10008,Doshin the Giant,GC,2002.0,Simulation,Nintendo,,Marigul,,,,0.0,0.0,0.14,0.0,0.14,Doshin ,
9061,10009,Shrek 2 and Shark Tale 2-in-1 Pack,GBA,2005.0,Misc,Activision,,,,,,0.1,0.04,0.0,0.0,0.14,,
9062,10010,Star Ocean: Blue Sphere,GB,2001.0,Role-Playing,Enix Corporation,,tri-Ace,,,,0.0,0.0,0.14,0.0,0.14,Star Ocean ,
9063,10011,Mojo!,PS2,2003.0,Puzzle,Mindscape,2004-02-01,Crave,6.3,7.0,5.0,0.07,0.05,0.0,0.02,0.14,,DreamCatcher
9064,10012,Destroy All Humans! Big Willy Unleashed,Wii,2008.0,Action,THQ,2008-02-01,Locomotive Games,5.3,7.0,,0.13,0.0,0.0,0.01,0.14,Destroy All Humans ,
9065,10013,Age of Empires: Collector's Edition,PC,2000.0,Strategy,Ubisoft,2000-11-01,Ensemble Studios,,8.4,11.0,0.02,0.1,0.0,0.02,0.14,Age of Empires ,
9066,10014,Ford Racing Off Road,PSP,2008.0,Racing,Xplosiv,2008-09-01,Razorworks,4.7,,,0.05,0.08,0.0,0.02,0.14,,
9067,10015,Kamen Rider Ryuki,PS,2002.0,Action,Namco Bandai Games,,,,,,0.0,0.0,0.13,0.01,0.14,Kamen Rider ,
9068,10016,Front Mission Alternative,PS,1997.0,Strategy,SquareSoft,,Squaresoft,,,,0.0,0.0,0.13,0.01,0.14,Front Mission ,
9069,10017,World Championship Poker: Howard Lederer - All In,PSP,2006.0,Misc,505 Games,,Point of view,6.0,,,0.13,0.0,0.0,0.01,0.14,World Championship Poker ,Digital Bros.
9070,10018,FIFA Soccer 2005,GC,2004.0,Sports,Electronic Arts,2004-10-01,EA Canada,7.8,7.2,23.0,0.11,0.03,0.0,0.0,0.14,FIFA EA Sports ,Electronic Arts
9071,10019,Cave Story 3D,3DS,2011.0,Platform,Nippon Ichi Software,2011-11-01,Nicalis,8.2,7.6,23.0,0.09,0.03,0.01,0.01,0.14,Cave Story ,Nintendo
9072,10020,The Orange Box,PC,2007.0,Shooter,Electronic Arts,2007-10-01,Valve Software,9.6,8.4,131.0,0.0,0.11,0.0,0.03,0.14,Half-Life,Electronic Arts
9073,10021,Super Dodgeball Brawlers,DS,2008.0,Sports,Arc System Works,2008-05-01,Million,6.5,,,0.13,0.0,0.0,0.01,0.14,Kunio-kun ,
9074,10022,Victorious Boxers: Revolution,Wii,2007.0,Fighting,Ubisoft,2007-10-01,Cavia Inc.,5.9,5.0,2.0,0.07,0.0,0.06,0.01,0.14,Victorious Boxers ,
9075,10023,Record of Agarest War 2,PS3,2010.0,Role-Playing,Compile Heart,2012-06-01,Idea Factory,5.6,5.1,7.0,0.09,0.0,0.04,0.01,0.14,Agarest Senki ,
9076,10024,SBK 2011: FIM Superbike World Championship,PS3,2011.0,Racing,Black Bean Games,,,5.0,,,0.01,0.1,0.0,0.03,0.14,,
9077,10025,Power Stone,DC,1998.0,Fighting,Eidos Interactive,,Capcom,,7.6,38.0,0.0,0.0,0.14,0.0,0.14,Power Stone ,Eidos Interactive
9078,10026,Jonny Moseley Mad Trix,PS2,2001.0,Sports,3DO,2002-06-01,3DO,4.4,6.0,2.0,0.07,0.05,0.0,0.02,0.14,,
9079,10027,Monster Lab,DS,2008.0,Role-Playing,Eidos Interactive,2008-11-01,Backbone Entertainment,7.5,7.3,19.0,0.12,0.01,0.0,0.01,0.14,,
9080,10028,Uta no * Prince-Sama: Repeat,PSP,2011.0,Adventure,Broccoli,,,,,,0.0,0.0,0.14,0.0,0.14,Uta no Prince sama ,
9081,10029,Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,2012.0,Action,Marvelous Entertainment,,Tamsoft,,6.8,16.0,0.0,0.0,0.14,0.0,0.14,Senran Kagura ,
9082,10030,MTV Music Generator 3: This Is the Remix,PS2,2004.0,Misc,Codemasters,2004-06-01,Mix Max,7.9,7.9,,0.07,0.05,0.0,0.02,0.14,MTV Music Generator ,
9083,10031,Cake Mania 3,DS,2009.0,Simulation,Majesco Entertainment,2009-10-01,Sandlot Games,,,,0.13,0.0,0.0,0.01,0.14,Cake Mania ,
9084,10032,.hack//Link,PSP,2010.0,Role-Playing,Namco Bandai Games,,CyberConnect2,,,,0.0,0.0,0.14,0.0,0.14,.hack ,
9085,10033,Terminator 3: Rise of the Machines,XB,2003.0,Action,Atari,2003-11-01,Black Ops Entertainment,3.5,2.0,,0.11,0.03,0.0,0.01,0.14,Terminator ,
9086,10034,Star Wars: Knights of the Old Republic,PC,2003.0,Role-Playing,LucasArts,2003-09-01,BioWare,9.3,9.0,376.0,0.01,0.1,0.0,0.02,0.14,Star Wars,Activision
9087,10036,SSX On Tour,XB,2005.0,Sports,Electronic Arts,2005-10-01,EA Canada,8.1,7.1,30.0,0.11,0.03,0.0,0.01,0.14,SSX,
9088,10037,NCAA College Basketball 2K3,XB,2002.0,Sports,Sega,2002-12-01,Kush Games,8.4,8.4,,0.11,0.03,0.0,0.01,0.14,NCAA ,
9089,10038,Class of Heroes,PSP,2008.0,Role-Playing,Acquire,2009-06-01,Zerodiv,6.1,7.1,,0.06,0.0,0.08,0.01,0.14,Class of Heroes ,
9090,10039,Yogi Bear: The Video Game,DS,2010.0,Action,D3Publisher,,Empire Interactive,,6.0,1.0,0.1,0.03,0.0,0.01,0.14,Yogi Bear ,
9091,10040,Our House Party!,Wii,,Simulation,Unknown,2009-09-01,BudCat,,7.3,,0.13,0.0,0.0,0.01,0.14,,Codemasters
9092,10041,The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004.0,Role-Playing,Namco Bandai Games,2006-06-01,Microvision,6.3,7.4,,0.03,0.0,0.11,0.0,0.14,,
9093,10042,Cranium Kabookii,Wii,2007.0,Misc,Ubisoft,2007-12-01,Ubisoft Quebec,6.4,5.4,,0.13,0.0,0.0,0.01,0.14,,
9094,10043,Hero's Saga Laevatein Tactics,DS,2008.0,Role-Playing,GungHo,2009-10-01,GungHo,6.2,5.0,3.0,0.13,0.0,0.0,0.01,0.14,,
9095,10044,Doom,GBA,2001.0,Shooter,Activision,1993-12-01,David A. Palmer Productions,8.1,9.75,66.0,0.1,0.04,0.0,0.0,0.14,Doom ,
9096,10045,Gundam Breaker 2,PS3,2014.0,Action,Namco Bandai Games,,,,7.7,3.0,0.0,0.0,0.14,0.0,0.14,Mobile Suit Gundam ,
9097,10046,TRINITY: Souls of Zill O'll,PS3,2010.0,Role-Playing,Ubisoft Annecy,2011-02-01,Omega Force,5.5,6.0,8.0,0.06,0.03,0.03,0.02,0.14,"""Zill O'll """,
9098,10047,Mary-Kate and Ashley: Winners Circle,PS,2001.0,Action,Acclaim Entertainment,,,5.0,,,0.08,0.05,0.0,0.01,0.14,,
9099,10048,PaRappa The Rapper 2,PS2,2001.0,Misc,Sony Computer Entertainment,2002-04-01,NanaOn-Sha,6.7,7.9,12.0,0.07,0.05,0.0,0.02,0.14,PaRappa The Rapper ,
9100,10049,Hexyz Force,PSP,2009.0,Role-Playing,Atlus,2010-05-01,Sting,6.8,7.0,4.0,0.07,0.0,0.06,0.01,0.14,,
9101,10050,OutRun 2,XB,2004.0,Racing,Sega,2004-10-01,Sumo Digital,7.9,7.9,22.0,0.11,0.03,0.0,0.01,0.14,OutRun ,
9102,10051,Okami,PS3,2012.0,Action,Capcom,,Clover Studio,8.75,8.8,419.0,0.0,0.0,0.14,0.0,0.14,Okami,
9103,10052,Marvel vs. Capcom 2: New Age of Heroes,DC,2000.0,Fighting,Virgin Interactive,,Capcom,8.0,7.7,111.0,0.0,0.0,0.14,0.0,0.14,,
9104,10053,Hitman: Blood Money,XB,2006.0,Action,Eidos Interactive,2006-05-01,Io Interactive,8.1,8.0,98.0,0.11,0.03,0.0,0.01,0.14,Hitman,Eidos Interactive
9105,10055,Soukaigi,PS,1998.0,Role-Playing,SquareSoft,,,,,,0.0,0.0,0.13,0.01,0.14,,
9106,10056,Naruto Shippuden: Ninja Destiny 3,DS,2006.0,Fighting,D3Publisher,,Dream Factory,,6.0,1.0,0.0,0.01,0.13,0.0,0.14,Naruto ,
9107,10057,Xevious 3D/G+,PS,1997.0,Shooter,Sony Computer Entertainment,,Namco,,,,0.01,0.01,0.11,0.01,0.14,Xevious ,
9108,10058,Pipe Mania,PS2,2008.0,Puzzle,Empire Interactive,2008-09-01,Razorworks Studios,6.8,,,0.07,0.05,0.0,0.02,0.14,Pipe Mania ,
9109,10059,Gretzky NHL 06,PSP,2005.0,Sports,Sony Computer Entertainment,2005-10-01,Page 44 Studios,6.5,6.8,,0.13,0.0,0.0,0.01,0.14,Wayne Gretzky ,
9110,10060,Shonen Jump's Shaman King: Master of Spirits,GBA,2004.0,Role-Playing,Konami Digital Entertainment,,,,2.0,1.0,0.1,0.04,0.0,0.0,0.14,Shaman King ,
9111,10061,PANGYA: Fantasy Golf,PSP,2009.0,Sports,Takara Tomy,2009-06-01,Ntreev Soft,7.7,8.0,2.0,0.09,0.0,0.04,0.01,0.14,Takara Tomy,
9112,10062,NFL Blitz 20-03,XB,2002.0,Sports,Midway Games,2002-08-01,Point of View,7.2,9.0,1.0,0.11,0.03,0.0,0.01,0.14,NFL Blitz ,
9113,10063,Sumikko Gurashi: Omise Hajimerundesu,3DS,2015.0,Action,Nippon Columbia,,,,,,0.0,0.0,0.14,0.0,0.14,Sumikkogurashi ,
