,Unnamed: 0,Name,Platform,Year,Genre,Publisher,DateSortie,Studio,Score,Rate,Review,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,GK_licence,GK_distributeur
175,219,Donkey Kong 64,N64,1999.0,Platform,Nintendo,1999-11-01,Rare Ltd.,9.0,8.95,233.0,3.33,0.79,1.09,0.06,5.27,Donkey Kong,
176,220,Assassin's Creed II,X360,2009.0,Action,Ubisoft,2009-11-01,Ubisoft Montreal,9.0,,1930.0,3.1,1.56,0.08,0.51,5.27,Assassin's Creed,
177,221,Professor Layton and the Curious Village,DS,2007.0,Puzzle,Nintendo,2008-02-01,Level 5,8.5,7.7,162.0,1.22,2.48,1.03,0.52,5.26,Professeur Layton ,Nintendo
178,222,Tomb Raider II,PS,1997.0,Action,Eidos Interactive,,Core Design,,7.6,139.0,2.3,2.46,0.2,0.28,5.24,Tomb Raider ,
179,223,Madden NFL 2004,PS2,2003.0,Sports,Electronic Arts,2003-09-01,EA Tiburon,9.4,9.3,7.0,4.26,0.26,0.01,0.71,5.23,Madden NFL,
180,224,Dragon Quest VIII: Journey of the Cursed King,PS2,2004.0,Role-Playing,Square Enix,2005-11-01,Level 5,8.9,8.2,234.0,0.65,0.75,3.61,0.2,5.21,Dragon Quest ,Ubisoft
181,225,Diablo III,PC,2012.0,Role-Playing,Activision,2012-05-01,Blizzard Entertainment,8.8,,2077.0,2.43,2.15,0.0,0.62,5.2,Diablo,Vivendi Games
182,226,Super Mario Bros. 3,GBA,2003.0,Platform,Nintendo,,Nintendo,9.0,8.9,197.0,2.93,1.25,0.83,0.2,5.2,Mario,
183,227,New Super Mario Bros. U,WiiU,2012.0,Platform,Nintendo,2012-11-01,Nintendo,8.4,7.1,172.0,2.32,1.3,1.27,0.31,5.19,Mario,
184,228,Super Mario Land 3: Wario Land,GB,1994.0,Platform,Nintendo,,Nintendo,,7.9,70.0,2.49,0.98,1.57,0.15,5.19,,
185,229,FIFA Soccer 13,X360,2012.0,Action,Electronic Arts,2012-09-01,Electronic Arts,9.0,7.7,136.0,1.08,3.48,0.03,0.58,5.18,FIFA EA Sports ,
186,230,The Legend of Zelda: Phantom Hourglass,DS,2007.0,Action,Nintendo,2007-10-01,Nintendo,9.0,8.65,1115.0,1.9,1.83,0.95,0.49,5.17,The Legend of Zelda,
187,232,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995.0,Platform,Nintendo,1995-12-01,Nintendo,9.0,,103.0,2.1,0.74,2.2,0.11,5.15,Donkey Kong,
188,234,Tomodachi Life,3DS,2013.0,Simulation,Nintendo,2014-06-01,Nintendo,7.1,6.0,12.0,0.96,2.02,1.89,0.28,5.15,Tomodachi Collection,
189,235,Mario & Sonic at the Olympic Games,DS,2008.0,Sports,Sega,2008-01-01,Sega,7.0,6.1,48.0,1.64,2.48,0.44,0.58,5.14,,Sega
190,236,Medal of Honor: Rising Sun,PS2,2003.0,Shooter,Electronic Arts,2003-11-01,EA LA,6.8,5.8,22.0,1.98,2.23,0.13,0.8,5.13,Medal of Honor ,
191,237,Kirby's Dream Land,GB,1992.0,Platform,Nintendo,1992-11-01,HAL Laboratory,7.0,8.0,81.0,2.71,0.61,1.7,0.11,5.13,Kirby ,
192,238,Fable III,X360,2010.0,Role-Playing,Microsoft Game Studios,2010-10-01,Lionhead Studios,8.0,7.55,1336.0,3.59,1.11,0.05,0.38,5.13,Fable,
193,239,Call of Duty: Advanced Warfare,XOne,2014.0,Shooter,Activision,2014-11-01,Sledgehammer Games,8.1,,230.0,3.21,1.53,0.01,0.38,5.13,Call of Duty,
194,241,Microsoft Flight Simulator,PC,1996.0,Simulation,Microsoft Game Studios,2020-08-01,Asobo Studio,9.1,7.45,163.0,3.22,1.69,0.0,0.2,5.12,Flight Simulator,
195,242,Guitar Hero II,PS2,2006.0,Misc,RedOctane,2006-11-01,Harmonix Music Systems,9.2,8.8,49.0,3.81,0.63,0.0,0.68,5.12,Guitar Hero,Activision
196,243,Resident Evil 5,PS3,2009.0,Action,Capcom,2009-03-01,Capcom,8.4,,1036.0,1.96,1.43,1.08,0.65,5.11,Resident Evil,
197,244,Grand Theft Auto V,XOne,2014.0,Action,Take-Two Interactive,2013-09-01,Rockstar North,9.7,8.65,195.0,2.66,2.01,0.0,0.41,5.08,Grand Theft Auto (GTA),
198,245,Grand Theft Auto: Vice City Stories,PSP,2006.0,Action,Take-Two Interactive,2006-11-01,Rockstar Leeds,8.6,,650.0,1.7,2.02,0.16,1.21,5.08,Grand Theft Auto (GTA),
199,247,FIFA Soccer 11,PS3,2010.0,Sports,Electronic Arts,2010-09-01,EA Sports,8.9,7.5,108.0,0.6,3.29,0.06,1.13,5.08,FIFA EA Sports ,
200,248,Super Mario Bros.,GB,1999.0,Platform,Nintendo,,Nintendo,,,,3.4,1.3,0.15,0.22,5.07,,
201,249,Resident Evil,PS,1996.0,Action,Virgin Interactive,1996-03-01,Capcom,9.1,9.1,,2.05,1.16,1.11,0.73,5.05,,
202,251,Tony Hawk's Pro Skater,PS,1999.0,Sports,Activision,1999-08-01,Neversoft Entertainment,9.2,7.7,3.0,3.42,1.38,0.02,0.2,5.02,Tony Hawk ,
203,252,Super Smash Bros. for Wii U and 3DS,WiiU,2014.0,Fighting,Nintendo,,Namco,9.0,8.3,279.0,2.59,1.06,0.8,0.57,5.02,,
204,253,Warzone 2100,PS,1999.0,Strategy,Eidos Interactive,,Pumpkin Studios,,6.5,8.0,2.79,1.89,0.0,0.33,5.01,,
205,254,Spyro the Dragon,PS,1998.0,Platform,Sony Computer Entertainment,,Insomniac Games,,7.7,47.0,3.36,1.36,0.07,0.21,5.0,Spyro ,
206,255,Link's Crossbow Training,Wii,2007.0,Shooter,Nintendo,2007-11-01,Nintendo,6.8,5.5,66.0,3.06,1.18,0.29,0.46,5.0,The Legend of Zelda,
207,256,Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,2007-11-01,Neversoft Entertainment,8.2,8.7,21.0,3.49,0.01,0.01,1.48,4.98,Guitar Hero,Activision
208,258,Fallout 3,X360,2008.0,Role-Playing,Bethesda Softworks,2008-10-01,Bethesda Game Studios,9.3,8.9,699.0,3.39,1.03,0.09,0.44,4.96,Fallout,Ubisoft
209,259,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007.0,Role-Playing,Nintendo,,,,,,1.85,1.2,1.54,0.37,4.96,,
210,260,Uncharted: Drake's Fortune,PS3,2007.0,Action,Sony Computer Entertainment,2007-12-01,Naughty Dog,8.8,8.3,1546.0,2.31,1.73,0.12,0.78,4.94,Uncharted,Sony Interactive Entertainment Europe
211,262,Madden NFL 06,PS2,2005.0,Sports,Electronic Arts,2005-09-01,EA Sports,8.8,8.7,17.0,3.98,0.26,0.01,0.66,4.91,Madden NFL,
212,263,LEGO Star Wars: The Complete Saga,DS,2007.0,Action,LucasArts,2007-11-01,TT Fusion,8.0,6.9,63.0,2.89,1.54,0.0,0.46,4.9,,Activision
213,264,Diddy Kong Racing,N64,1997.0,Racing,Nintendo,1997-11-01,Rare Ltd.,8.8,7.4,84.0,2.91,0.99,0.89,0.1,4.88,Diddy Kong,Nintendo
214,265,Monster Hunter Freedom 3,PSP,2010.0,Role-Playing,Capcom,,Capcom,6.0,7.4,34.0,0.0,0.0,4.87,0.0,4.87,Monster Hunter ,
215,266,Dr. Mario,NES,1990.0,Puzzle,Nintendo,,,5.0,7.4,34.0,2.62,0.6,1.52,0.1,4.85,Mario,
216,268,God of War III,PS3,2010.0,Action,Sony Computer Entertainment,2010-03-01,SCE Santa Monica,9.2,8.2,437.0,2.74,1.36,0.12,0.63,4.84,God of War,
217,269,StarCraft II: Wings of Liberty,PC,2010.0,Strategy,Activision,2010-07-01,Blizzard Entertainment,9.3,8.4,269.0,2.56,1.68,0.0,0.59,4.83,Starcraft,
218,271,Assassin's Creed,PS3,2007.0,Adventure,Ubisoft,2007-11-01,Ubisoft Montreal,8.1,8.2,1496.0,1.91,2.0,0.09,0.83,4.83,Assassin's Creed,
219,273,FIFA 15,PS3,2014.0,Sports,Electronic Arts,2014-09-01,EA Sports,,5.6,131.0,0.57,3.14,0.04,1.07,4.82,FIFA EA Sports,
220,274,Crash Team Racing,PS,1999.0,Racing,Sony Computer Entertainment,1999-09-01,Naughty Dog,8.8,7.6,29.0,2.57,1.57,0.44,0.21,4.79,Crash Bandicoot ,
221,275,FIFA 17,PS4,2016.0,Sports,Electronic Arts,2016-09-01,EA Sports,8.5,,209.0,0.28,3.75,0.06,0.69,4.77,FIFA EA Sports,
222,276,Batman: Arkham City,X360,2011.0,Action,Warner Bros. Interactive Entertainment,2011-10-01,Rocksteady Studios,9.4,9.25,976.0,2.99,1.31,0.04,0.41,4.76,Batman,
223,278,Driver 2,PS,2000.0,Action,Atari,2000-11-01,Reflections Interactive,6.2,6.5,30.0,2.36,2.1,0.02,0.25,4.73,Driver ,Atari
224,279,The Simpsons: Hit & Run,PS2,2003.0,Racing,Vivendi Games,2003-10-01,Radical Entertainment,7.8,8.15,135.0,1.73,2.19,0.0,0.79,4.7,Les Simpson ,
225,280,Tony Hawk's Pro Skater 2,PS,2000.0,Sports,Activision,2000-09-01,Neversoft Entertainment,9.8,7.5,48.0,3.05,1.41,0.02,0.2,4.68,Tony Hawk,
226,282,Animal Crossing: City Folk,Wii,2008.0,Simulation,Nintendo,2008-11-01,Nintendo,7.3,6.4,22.0,1.87,1.12,1.32,0.37,4.68,Animal Crossing ,
227,283,The Lord of the Rings: The Two Towers,PS2,2002.0,Action,Electronic Arts,2002-10-01,Stormfront Studios,8.2,8.1,,1.94,1.95,0.08,0.7,4.67,,
228,284,Forza Motorsport 4,X360,2011.0,Racing,Microsoft Game Studios,2011-10-01,Turn 10,9.1,7.9,87.0,2.08,2.04,0.06,0.47,4.64,Forza Motorsport,
229,285,Tomb Raider,PS,1996.0,Action,Eidos Interactive,1996-11-01,Core Design Ltd.,9.1,8.4,,2.29,1.97,0.13,0.24,4.63,Tomb Raider ,
230,286,Guitar Hero III: Legends of Rock,Wii,2007.0,Misc,Activision,2007-11-01,Vicarious Visions,8.6,9.1,146.0,3.06,1.12,0.0,0.44,4.62,Guitar Hero,Activision
231,288,The Legend of Zelda: A Link to the Past,SNES,1991.0,Action,Nintendo,1992-09-01,Capcom,9.5,9.5,352.0,2.42,0.91,1.15,0.13,4.61,The Legend of Zelda,
232,290,The Legend of Zelda: The Wind Waker,GC,2002.0,Action,Nintendo,2003-03-01,Nintendo,9.6,9.0,,2.6,0.99,0.89,0.13,4.6,The Legend of Zelda ,
233,291,Mario & Sonic at the Olympic Winter Games,Wii,2009.0,Sports,Sega,2009-10-01,Sega,7.2,5.2,6.0,1.89,1.99,0.22,0.48,4.58,,
234,292,Luigi's Mansion: Dark Moon,3DS,2013.0,Action,Nintendo,2013-03-01,Next Level Games,8.6,7.7,162.0,1.78,1.39,1.1,0.3,4.58,,
235,293,Splatoon,WiiU,2015.0,Shooter,Nintendo,2015-05-01,Nintendo,8.1,8.85,298.0,1.55,1.15,1.44,0.43,4.57,Splatoon,
236,295,The Last of Us,PS4,2014.0,Action,Sony Computer Entertainment,2013-06-01,Naughty Dog,9.5,,30.0,1.78,1.87,0.07,0.82,4.55,The Last of Us,
237,296,Guitar Hero III: Legends of Rock,X360,2007.0,Misc,Activision,2007-11-01,Neversoft Entertainment,8.5,8.8,126.0,3.19,0.92,0.01,0.42,4.53,Guitar Hero,Activision
238,298,Madden NFL 2005,PS2,2004.0,Sports,Electronic Arts,2004-09-01,EA Tiburon,9.1,9.25,11.0,4.18,0.26,0.01,0.08,4.53,Madden NFL,
239,299,Pitfall!,2600,1981.0,Platform,Activision,,The Blast Furnace,,,,4.21,0.24,0.0,0.05,4.5,,
240,300,Madden NFL 07,PS2,2006.0,Sports,Electronic Arts,2006-09-01,EA Sports,8.4,7.5,1.0,3.63,0.24,0.01,0.61,4.49,Madden NFL,
241,301,Spider-Man: The Movie,PS2,2002.0,Action,Activision,2002-04-01,Treyarch,7.6,6.7,27.0,2.71,1.51,0.03,0.23,4.48,,
242,302,Dragon Quest VII: Warriors of Eden,PS,2000.0,Role-Playing,Enix Corporation,,Enix,7.0,7.4,55.0,0.2,0.14,4.1,0.02,4.47,Dragon Quest ,
243,303,Uncharted: The Nathan Drake Collection,PS4,2015.0,Action,Sony Computer Entertainment,2015-10-01,Bluepoint Games,8.6,7.9,113.0,1.96,1.69,0.08,0.74,4.47,Uncharted,
244,305,Call of Duty: Advanced Warfare,PS3,2014.0,Shooter,Activision,2014-11-01,Sledgehammer Games,9.0,,150.0,1.54,1.94,0.19,0.77,4.45,Call of Duty,
245,307,God of War,PS2,2005.0,Action,Sony Computer Entertainment,2005-03-01,SCE Santa Monica,9.4,8.2,231.0,2.71,1.29,0.02,0.43,4.45,God of War,
246,308,Nintendo Land,WiiU,2012.0,Misc,Nintendo,2012-11-01,Nintendo,7.7,6.6,102.0,2.55,1.11,0.46,0.33,4.44,,
247,309,Michael Jackson: The Experience,Wii,2010.0,Misc,Ubisoft,2010-11-01,Ubisoft Paris,5.6,5.3,91.0,2.67,1.35,0.01,0.39,4.42,Experience,
248,311,Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,2001-11-01,Neversoft Entertainment,9.7,8.5,83.0,2.66,1.29,0.01,0.46,4.41,Tony Hawk,
249,312,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006.0,Sports,Konami Digital Entertainment,2007-02-01,Konami,8.6,6.0,1.0,0.1,2.39,1.05,0.86,4.39,eFootball (Pro Evolution Soccer) ,
250,313,The Elder Scrolls IV: Oblivion,X360,2006.0,Role-Playing,Take-Two Interactive,2006-03-01,Bethesda Softworks,9.4,,704.0,2.82,1.05,0.13,0.4,4.39,The Elder Scrolls,Take Two Interactive
251,315,Zelda II: The Adventure of Link,NES,1987.0,Adventure,Nintendo,,Nintendo,,7.6,97.0,2.19,0.5,1.61,0.08,4.38,,
252,316,Need for Speed: Most Wanted,PS2,2005.0,Racing,Electronic Arts,2005-11-01,EA Canada,8.2,,308.0,2.03,1.79,0.08,0.47,4.37,Need For Speed ,
253,317,Resistance: Fall of Man,PS3,2006.0,Shooter,Sony Computer Entertainment,2006-11-01,Insomniac Games,8.6,6.8,92.0,1.73,1.73,0.14,0.75,4.35,Resistance,Sony Interactive Entertainment Europe
254,319,Sonic the Hedgehog,GEN,1991.0,Platform,Sega,,Sonic Team,,,,3.03,0.91,0.26,0.13,4.34,Sonic ,
255,320,Kingdom Hearts II,PS2,2005.0,Role-Playing,Square Enix,2006-03-01,Square Enix,8.7,8.2,137.0,2.2,0.58,1.38,0.17,4.33,Kingdom Hearts,Ubisoft
256,321,FIFA 14,X360,2013.0,Sports,Electronic Arts,2013-09-01,EA Canada,8.4,5.15,385.0,0.92,2.93,0.01,0.46,4.31,FIFA EA Sports,
257,322,Call of Duty: Advanced Warfare,X360,2014.0,Shooter,Activision,2014-11-01,High Moon Studios,,6.85,82.0,2.75,1.18,0.0,0.37,4.31,Call of Duty,
258,324,Asteroids,2600,1980.0,Shooter,Atari,,,,,,4.0,0.26,0.0,0.05,4.31,Asteroids ,
259,325,Fable II,X360,2008.0,Role-Playing,Microsoft Game Studios,2008-10-01,Lionhead Studios,8.9,7.1,205.0,2.51,1.27,0.11,0.41,4.31,Fable,
260,326,Halo 5: Guardians,XOne,2015.0,Shooter,Microsoft Game Studios,2015-10-01,343 Industries,8.4,7.1,78.0,2.64,1.2,0.03,0.39,4.26,Halo,
261,328,Super Mario 3D World,WiiU,2013.0,Platform,Nintendo,2013-11-01,Nintendo,9.3,8.75,411.0,2.11,1.11,0.72,0.3,4.25,Mario,
262,329,Batman: Arkham Asylum,PS3,2009.0,Action,Eidos Interactive,2009-08-01,Rocksteady Studios,9.1,8.75,1166.0,2.23,1.34,0.07,0.61,4.25,Batman,
263,331,Assassin's Creed: Revelations,PS3,2011.0,Action,Ubisoft,2011-11-01,Ubisoft Montreal,8.0,,1056.0,1.41,2.02,0.1,0.72,4.24,"""Assassin's Creed """,
264,332,Namco Museum,GBA,2001.0,Misc,Namco Bandai Games,2001-12-01,Mass Media,7.9,7.1,11.0,3.0,1.11,0.05,0.07,4.24,Namco Museum,
265,333,Metal Gear Solid 3: Snake Eater,PS2,2004.0,Action,Konami Digital Entertainment,2004-11-01,KCEJ,9.1,8.7,266.0,1.46,0.0,0.83,1.93,4.23,Metal Gear,
266,335,Daxter,PSP,2006.0,Platform,Sony Computer Entertainment,2006-04-01,Ready at Dawn,8.5,8.65,228.0,2.45,1.02,0.0,0.75,4.22,Jak and Daxter,Sony Interactive Entertainment Europe
267,336,Warcraft II: Tides of Darkness,PC,1995.0,Strategy,Activision,1995-12-01,Blizzard Entertainment,,9.35,52.0,1.7,2.27,0.0,0.23,4.21,Warcraft ,
268,337,The Legend of Zelda: Ocarina of Time,3DS,2011.0,Action,Nintendo,1998-12-01,Nintendo,9.5,9.35,1575.0,2.03,1.27,0.62,0.3,4.21,The Legend of Zelda,Nintendo
269,339,FIFA Soccer 06,PS2,2005.0,Sports,Electronic Arts,2005-10-01,EA Canada,8.0,6.1,22.0,0.78,2.55,0.04,0.84,4.21,FIFA EA Sports ,Electronic Arts
270,340,EyeToy Play,PS2,2003.0,Misc,Sony Computer Entertainment,2003-11-01,SCEE,8.0,7.5,,0.88,2.3,0.2,0.83,4.2,EyeToy ,
271,341,Uncharted 4: A Thief's End,PS4,2016.0,Shooter,Sony Computer Entertainment,2016-05-01,Naughty Dog,9.3,,880.0,1.3,2.07,0.18,0.65,4.2,Uncharted,
272,343,Gran Turismo 5 Prologue,PS3,2007.0,Racing,Sony Computer Entertainment,2008-04-01,Polyphony Digital,8.0,6.2,74.0,1.28,1.83,0.57,0.53,4.2,Gran Turismo,
273,344,Assassin's Creed: Revelations,X360,2011.0,Action,Ubisoft,2011-11-01,Ubisoft Montreal,8.0,8.25,865.0,2.25,1.47,0.04,0.43,4.19,"""Assassin's Creed """,
274,345,Street Fighter IV,PS3,2009.0,Fighting,Capcom,2009-02-01,Capcom,9.4,8.0,313.0,2.02,1.06,0.58,0.53,4.19,Street Fighter,Digital Bros.
275,346,FIFA 12,X360,2011.0,Sports,Electronic Arts,2011-09-01,EA Canada,9.0,8.0,698.0,0.84,2.79,0.02,0.53,4.19,FIFA EA Sports,
276,347,Teenage Mutant Ninja Turtles,NES,1989.0,Action,Palcom,,Magic Pockets,,,,3.38,0.44,0.31,0.04,4.17,Les Tortues Ninja ,
277,348,Excitebike,NES,1984.0,Racing,Nintendo,,Nintendo,4.0,6.4,25.0,2.04,0.48,1.57,0.07,4.16,NES Classics (Famicom Mini),
278,349,Frogger,PS,1997.0,Action,Hasbro Interactive,,Sega,5.0,,,3.79,0.27,0.0,0.11,4.16,Frogger ,
279,350,Madden NFL 2003,PS2,2002.0,Sports,Electronic Arts,2002-09-01,EA Sports,9.5,,20.0,3.36,0.21,0.01,0.56,4.14,Madden NFL,
280,351,Watch Dogs,PS4,2014.0,Action,Ubisoft,2014-05-01,Ubisoft Montreal,8.0,,1270.0,1.4,1.86,0.11,0.77,4.14,,
281,352,Half-Life,PC,1997.0,Shooter,Vivendi Games,1998-12-01,Valve Software,9.6,,460.0,4.03,0.0,0.09,0.0,4.12,Half-Life,Vivendi Games
282,354,Super Mario World 2: Yoshi's Island,SNES,1995.0,Platform,Nintendo,,Nintendo,9.0,8.8,191.0,1.65,0.61,1.76,0.09,4.12,,Nintendo
283,355,FIFA Soccer 07,PS2,2006.0,Sports,Electronic Arts,,EA Sports,7.0,6.5,14.0,0.71,2.48,0.03,0.89,4.11,FIFA EA Sports ,Electronic Arts
284,356,The Legend of Zelda: Skyward Sword,Wii,2011.0,Action,Nintendo,2011-11-01,Nintendo,9.3,8.5,1719.0,2.14,1.2,0.37,0.4,4.1,The Legend of Zelda ,
285,357,Street Fighter II Turbo,SNES,1992.0,Fighting,Capcom,,Capcom,8.0,7.7,97.0,1.42,0.51,2.1,0.07,4.1,Street Fighter ,
286,358,Carnival Games,Wii,2007.0,Misc,Take-Two Interactive,2007-08-01,Cat Daddy Games,5.6,6.0,,2.13,1.5,0.05,0.42,4.1,,
287,359,Fallout 4,XOne,2015.0,Role-Playing,Bethesda Softworks,2015-11-01,Bethesda Game Studios,8.8,8.45,96.0,2.45,1.26,0.01,0.37,4.09,Fallout,
288,360,World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,Activision,2007-01-01,Blizzard Entertainment,9.1,,1088.0,2.57,1.52,0.0,0.0,4.09,,
289,361,Fallout: New Vegas,X360,2010.0,Role-Playing,Bethesda Softworks,2010-10-01,Obsidian Entertainment,8.4,8.3,469.0,2.65,1.06,0.04,0.33,4.08,Fallout,Namco Bandai Partners
290,363,God of War II,PS2,2007.0,Action,Sony Computer Entertainment,2007-03-01,SCE Santa Monica,9.3,8.2,185.0,2.32,0.04,0.04,1.67,4.07,God of War,Sony Interactive Entertainment Europe
291,364,Forza Motorsport 2,X360,2007.0,Racing,Microsoft Game Studios,2007-05-01,Turn 10,9.0,7.6,68.0,2.35,1.28,0.03,0.41,4.06,Forza Motorsport,
292,365,World Soccer Winning Eleven 9,PS2,2005.0,Sports,Konami Digital Entertainment,2006-02-01,Konami,,8.3,,0.12,2.26,0.9,0.77,4.06,eFootball (Pro Evolution Soccer) ,
293,366,Namco Museum Vol.3,PS,1996.0,Misc,Sony Computer Entertainment,,Namco,,,,2.28,1.55,0.16,0.06,4.05,Namco Museum ,Sony Interactive Entertainment Europe
294,367,Tekken Tag Tournament,PS2,2000.0,Fighting,Namco Bandai Games,2000-10-01,Namco,8.5,6.5,35.0,1.68,1.51,0.51,0.35,4.05,Tekken,
295,368,Far Cry 4,PS4,2014.0,Shooter,Ubisoft,2014-11-01,Ubisoft Montreal,8.5,7.25,258.0,1.12,2.12,0.1,0.69,4.03,Far Cry,
296,369,Star Fox 64,N64,1997.0,Shooter,Nintendo,1997-07-01,Nintendo,8.8,7.5,181.0,2.78,0.58,0.64,0.04,4.03,Star Fox ,
297,370,Minecraft,PS4,2014.0,Misc,Sony Computer Entertainment Europe,2011-11-01,Mojang Studios,9.5,8.6,154.0,1.38,1.87,0.12,0.65,4.02,Minecraft,
298,371,Golf,NES,1984.0,Sports,Nintendo,,Intelligent Systems,,7.0,7.0,1.22,0.28,2.46,0.04,4.01,,
299,372,Fallout 3,PS3,2008.0,Role-Playing,Bethesda Softworks,2008-10-01,Bethesda Game Studios,9.0,8.45,543.0,2.15,1.2,0.07,0.59,4.01,Fallout,Ubisoft
300,373,Professor Layton and the Diabolical Box,DS,2007.0,Puzzle,Nintendo,2009-08-01,Level 5,8.4,8.5,,0.92,1.78,0.92,0.37,4.0,,
301,374,Left 4 Dead 2,X360,2009.0,Shooter,Electronic Arts,2009-11-01,Valve Software,8.9,8.3,483.0,2.67,0.89,0.05,0.37,3.99,Left 4 Dead,
302,375,Namco Museum: 50th Anniversary,PS2,2005.0,Misc,Namco Bandai Games,2005-08-01,Digital Eclipse,6.1,5.0,1.0,2.08,1.35,0.0,0.54,3.98,Namco Museum ,Electronic Arts
303,376,EA Sports Active,Wii,2009.0,Sports,Electronic Arts,2009-05-01,EA Canada,8.1,6.0,1.0,2.1,1.36,0.06,0.4,3.92,EA Sports Active ,
304,377,Assassin's Creed: Unity,PS4,2014.0,Action,Ubisoft,2014-11-01,Ubisoft,7.0,7.35,581.0,1.18,1.96,0.08,0.7,3.92,"""Assassin's Creed """,
305,378,Donkey Kong Land,GB,1994.0,Platform,Nintendo,,Rare,,7.7,20.0,1.97,0.76,1.07,0.11,3.91,Donkey Kong ,
306,379,Tony Hawk's Underground,PS2,2003.0,Sports,Activision,2003-11-01,Neversoft Entertainment,9.0,8.9,49.0,2.29,1.17,0.01,0.42,3.9,Tony Hawk,
307,380,Assassin's Creed IV: Black Flag,PS3,2013.0,Action,Ubisoft,2013-10-01,Ubisoft,8.8,8.05,583.0,1.33,1.71,0.13,0.73,3.89,Assassin's Creed,
308,382,Monster Hunter 4 Ultimate,3DS,2014.0,Role-Playing,Nintendo,2015-02-01,Capcom,8.6,7.8,47.0,0.67,0.49,2.62,0.11,3.89,Monster Hunter,
309,383,MotorStorm,PS3,2006.0,Racing,Sony Computer Entertainment,2007-03-01,Evolution Studios,8.4,7.2,62.0,1.53,1.61,0.06,0.67,3.88,MotorStorm,Sony Interactive Entertainment Europe
310,384,The Elder Scrolls V: Skyrim,PC,2011.0,Role-Playing,Bethesda Softworks,2011-11-01,Bethesda Game Studios,9.4,8.9,2926.0,1.15,2.09,0.0,0.64,3.88,The Elder Scrolls,
311,386,Tekken 5,PS2,2005.0,Fighting,Namco Bandai Games,2005-02-01,Namco,8.8,7.4,70.0,0.93,1.94,0.31,0.7,3.87,Tekken,
312,387,Dragon Warrior III,NES,1988.0,Role-Playing,Enix Corporation,,Enix,,8.0,6.0,0.1,0.0,3.77,0.0,3.87,Dragon Quest ,
313,388,Sports Champions,PS3,2010.0,Sports,Sony Computer Entertainment,2010-09-01,SCEA,7.6,6.1,22.0,2.12,1.14,0.1,0.51,3.87,Sports Champions,
314,389,NBA 2K16,PS4,2015.0,Sports,Take-Two Interactive,2015-09-01,Visual Concepts,8.7,7.5,75.0,2.48,0.65,0.03,0.69,3.85,NBA 2K,
315,390,World Soccer Winning Eleven 8 International,PS2,2004.0,Sports,Konami Digital Entertainment,2005-02-01,KCET,9.1,8.3,,0.16,1.89,1.12,0.68,3.85,eFootball (Pro Evolution Soccer) ,
316,391,Flash Focus: Vision Training in Minutes a Day,DS,2007.0,Misc,Nintendo,2007-10-01,Nintendo,5.9,4.4,,0.87,1.57,1.05,0.35,3.84,,
317,392,Namco Museum Vol.1,PS,1995.0,Misc,Sony Computer Entertainment,,Namco,,,,2.12,1.44,0.22,0.06,3.84,Namco Museum ,Sony Interactive Entertainment Europe
318,393,The Legend of Zelda: Link's Awakening,GB,1992.0,Action,Nintendo,1993-12-01,Nintendo,9.0,,201.0,2.21,0.96,0.54,0.13,3.83,Nintendo,
319,394,Mario & Luigi: Bowser's Inside Story,DS,2009.0,Role-Playing,Nintendo,2009-09-01,Alphadream Corporation,9.0,7.7,64.0,2.26,0.48,0.81,0.27,3.83,,
320,395,Big Brain Academy: Wii Degree,Wii,2007.0,Misc,Nintendo,2007-06-01,Nintendo,6.8,7.0,,1.06,1.93,0.41,0.43,3.82,,
321,396,Nintendogs + cats,3DS,2011.0,Simulation,Nintendo,,,6.0,,,1.44,1.37,0.73,0.27,3.81,,
322,397,Batman: Arkham Knight,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,2015-06-01,Rocksteady Studios,8.7,,320.0,1.49,1.58,0.1,0.61,3.79,Batman,
323,399,Mario & Sonic at the London 2012 Olympic Games,Wii,2011.0,Sports,Sega,2011-11-01,Racjin,6.6,6.3,11.0,1.14,1.91,0.27,0.46,3.78,,
324,400,LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,Activision,2008-06-01,Traveller's Tales,7.7,6.5,53.0,2.4,1.03,0.0,0.36,3.78,,
325,401,Resident Evil Director's Cut,PS,1996.0,Action,Virgin Interactive,,Capcom,,8.3,50.0,1.82,1.24,0.47,0.25,3.77,Resident Evil ,Avalon Interactive (Virgin Interactive)
326,402,Ratchet & Clank: Size Matters,PSP,2007.0,Platform,Sony Computer Entertainment,2007-02-01,High Impact Games,8.5,8.1,,1.4,1.4,0.1,0.87,3.77,,
327,403,Just Dance 2014,Wii,2013.0,Misc,Ubisoft,2013-10-01,Ubisoft,,6.45,24.0,1.98,1.47,0.0,0.32,3.76,Just Dance,
328,404,The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,2002-09-01,Maxis,7.9,6.0,5.0,2.03,1.56,0.0,0.17,3.76,,
